ID,year,test,theme,subtheme,portuguese,english,answer,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_english,P-value_english,ratio_english,responses_portuguese,P-value_portuguese,ratio_portuguese
36,2022,Teórica I,Córnea,,"Anticorpos monoclonais marcados com fluoresceína (FITC) e dirigidos contra a membrana externa proteica da parede celular são um método diagnóstico mais bem indicado para qual dos agentes listados abaixo?
a)C. tracomatis.
b)Acanthamoeba sp.
c)Cryptococcus sp.
d)Neisseria meningitidis.","Fluorescein-labelled monoclonal antibodies (FITC) directed against the outer membrane cell wall protein are a better diagnostic method for which of the agents listed below?
a) C. trachomatis.
b) Acanthamoeba sp.
c)Cryptococcus sp.
d) Neisseria meningitidis.",a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,c,a,a,a,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
37,2022,Teórica I,Anatomia,,"A inervação da córnea é feita, principalmente, por quais nervos ciliares?
a)Anteriores curtos.
b)Posteriores curtos.
c)Anteriores longos.
d)Posteriores longos.","The innervation of the cornea is mainly done by which ciliary nerves?
a) Short anterior.
b) Short posterior.
c) Long anterior.
d) Long posterior.
",d,c,c,c,c,c,a,c,c,c,c,a,a,a,a,a,a,a,a,a,a,c,0.0007410104055591837,0.9,a,5.133013955782584e-05,1.0
38,2022,Teórica I,Anatomia,,"Qual dos músculos oculares extrínsecos abaixo é inervado pela divisão superior do nervo oculomotor?
a)Oblíquo superior.
b)Reto inferior.
c)Reto medial
d)Reto superior.","Which of the following extrinsic ocular muscles is innervated by the superior division of the oculomotor nerve?
a) Superior oblique.
b) Inferior rectum.
c) medial rectus
d) Superior rectum.",d,c,c,c,c,c,c,c,c,c,c,a,a,a,a,a,a,a,a,a,a,c,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
39,2022,Teórica I,Anatomia,,"Com base em conhecimentos anatômicos, escolha a alternativa mais provável.
a)Fratura do osso etmoidal pode causar enfisema orbitário.
b)Fratura da parte lateral da órbita pode causar hemorragia intraorbital, por ruptura das artérias etmoidais anteriores e posteriores.
c)Fratura do assoalho da órbita pode causar comprometimento dos movimentos mastigatórios, por lesão no nervo maxilar, ramo do nervo trigêmeo.
d)Fratura do osso lacrimal pode diminuir a excreção de lágrima pela glândula lacrimal principal, por comprometimento do nervo lacrimal.","Based on anatomical knowledge, choose the most likely alternative.
a) Fracture of the ethmoid bone can cause orbital emphysema.
b) Fracture of the lateral part of the orbit can cause intraorbital hemorrhage, due to rupture of the anterior and posterior ethmoidal arteries.
c) Fracture of the orbital floor can cause impairment of masticatory movements, due to damage to the maxillary nerve, a branch of the trigeminal nerve.
d) Fracture of the lacrimal bone may decrease tear excretion by the main lacrimal gland, by compromising the lacrimal nerve.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
40,2022,Teórica I,Anatomia,,"Muitos são os fatores que contribuem para a transparência da córnea, mas o principal deles é:
a)Ausência de proteoglicanos de adesão, aumentando o espaço interfibrilar frouxo e permitindo a passagem livre da luz.
b)Baixa demanda metabólica, que permite a nutrição por uma malha reticular de capilares estromais extremamente finos.
c)Característica hiperosmótica da membrana de Descemet, que reduz a hidratação estromal.
d)Organização das fibrilas de colágeno de forma regular, uniforme e paralela umas às outras.","There are many factors that contribute to the transparency of the cornea, but the main one is:
a) Absence of adhesion proteoglycans, increasing the loose interfibrillar space and allowing free passage of light.
b) Low metabolic demand, which allows nutrition by a reticular mesh of extremely fine stromal capillaries.
c) Hyperosmotic characteristic of Descemet's membrane, which reduces stromal hydration.
d) Organization of collagen fibrils in a regular, uniform and parallel way to each other.",d,a,a,a,a,a,a,a,a,a,a,b,b,b,b,b,b,b,b,b,b,a,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
41,2022,Teórica I,Anatomia,,"Marque a alternativa correta quanto à anatomia do segmento posterior do olho.
a)A emergência dos dois nervos ciliares longos no equador do olho, aproximadamente às doze e seis horas, explica maior sensibilidade à dor nesses quadrantes durante a panfotocoagulação.
b)As artérias vorticosas sub-retinianas conferem o aspecto rendilhado ""em tigre"" no exame oftalmoscópico de pessoas com atrofia difusa do epitélio pigmentado da retina.
c)Na ora serrata encontram-se pequenas pregas meridionais radiais junto aos processos denteados com, eventualmente pequeno buraco retiniano atrófico na sua base, que não necessita ser bloqueado.
d)A fovéola, área de maior atividade metabólica devido a alta concentração de fotorreceptores, apresenta intensa rede vascular formada por anastomoses das arcadas temporais superiores e inferiores.","Mark the correct alternative regarding the anatomy of the posterior segment of the eye.
a) The emergence of the two long ciliary nerves at the equator of the eye, approximately at twelve and six o'clock, explains greater sensitivity to pain in these quadrants during panphotocoagulation.
b) The subretinal vorticose arteries give the lacy ""tiger"" appearance in the ophthalmoscopic examination of people with diffuse atrophy of the retinal pigment epithelium.
c) In the ora serrata, there are small radial meridional folds next to the dentate processes, with, eventually, a small atrophic retinal hole at its base, which does not need to be blocked.
d) The foveola, area of ​​greater metabolic activity due to the high concentration of photoreceptors, presents an intense vascular network formed by anastomoses of the superior and inferior temporal arcades.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
42,2022,Teórica I,Anatomia,,"Assinale a alternativa correta quanto à anatomia do seio camerular.
a)A linha de Schwalbe corresponde à projeção gonioscópica do esporão escleral.
b)A banda do corpo ciliar geralmente não pode ser observada pela gonioscopia.
c)Processos irianos pectíneos que alcançam a linha de Schwalbe não estão presentes em olhos normais; e quando encontrados são indicativos de iridociclite prévia.
d)O fluxo de drenagem do humor aquoso ocorre principalmente na porção posterior da malha trabecular, que é mais pigmentada.","Mark the correct alternative regarding the anatomy of the camerular sinus.
a) Schwalbe's line corresponds to the gonioscopic projection of the scleral spur.
b) The ciliary body band usually cannot be seen by gonioscopy.
c) pectineal iris processes reaching Schwalbe's line are not present in normal eyes; and when found, they are indicative of previous iridocyclitis.
d) The drainage flow of aqueous humor occurs mainly in the posterior portion of the trabecular meshwork, which is more pigmented.",d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,a,c,c,c,a,c,c,5.133013955782584e-05,1.0,c,0.007048336371561326,0.8
43,2022,Teórica I,Anatomia,,"As sentenças abaixo dizem respeito a qual estrutura do olho humano?

1- Extensão mais anterior do trato uveal.
2- Formada por vasos sanguíneos, tecido conjuntivo e malanócitos.
3- Apresenta epitélio pigmentado cuja extremidade basal das células está voltada para a câmara posterior.
4- Possui fibras musculares lisas de inervação simpática.

a)Corpo ciliar.
b)Íris.
c)Seio camerular.
d)Trato coroidal da ora serrata.","The sentences below refer to which structure of the human eye?

1- Most anterior extension of the uveal tract.
2- Formed by blood vessels, connective tissue and malanocytes.
3- Presents pigmented epithelium whose basal end of the cells is facing the posterior chamber.
4- It has smooth muscle fibers of sympathetic innervation.

a) ciliary body.
b) iris.
c) Camerular sinus.
d) Choroidal tract of ora serrata.",b,a,a,a,a,a,a,a,a,a,a,a,c,c,a,a,c,c,c,c,c,a,5.133013955782584e-05,1.0,c,0.043989589915272576,0.7
44,2022,Teórica I,Anatomia,,"A respeito da anatomia da retina, escolha a alternativa que contenha a correlação correta entre as duas colunas abaixo:

I- Camada plexiforme externa
II- Limitante externa
III- Camada nuclear interna
IV- Limitante interna
V- Camada de fibras nervosas

A- Está em contato com o vítreo
B- Está entre os fotorreceptores e as células bipolares
C- Contém células amácrinas e horizontais
D- São processos das células de Muller
E- Contém axônios de células ganglionares

a)A: II; B: III; C: I; D: V; E: IV.
b)A: IV; B: I; C: III; D: II; E: V.
c)A: IV; B: V; C: III; D: I; E: II.
d)A: V; B: II; C: III; D: IV; E: I.","Regarding the anatomy of the retina, choose the alternative that contains the correct correlation between the two columns below:

I - outer plexiform layer
II - External limit
III - inner nuclear layer
IV - Internal limit
V - Nerve fiber layer

A- It is in contact with the vitreous
B- It is between the photoreceptors and the bipolar cells
C- Contains amacrine and horizontal cells
D - Muller cell processes
E- Contains axons of ganglion cells

a) A: II; B: III; C: I; D: V; I: IV.
b) A: IV; B: I; C: III; D: II; E: V.
c) A: IV; B: V; C: III; D: I; I: II.
d) A: V; B:II; C: III; D: IV; E:I.",b,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,0.0007410104055591837,0.9
45,2022,Teórica II,Glaucoma,,"Paciente fácico evoluiu com quadro de aumento importante da pressão intraocular e atalamia 15 horas após uma trabeculectomia. É correto afirmar que:
a)Esse quadro ocular grave é mais prevalente em pacientes afácicos.
b)O uso de cicloplégico tópico durante o pós-operatório imediato é fator de risco para esse quadro.
c)Se há iridotomia pérvia, esse quadro não ocorre.
d)Tipicamente, esse quadro ocorre em olhos com diâmetro anteroposterior menor que os da população em geral.","Phakic patient evolved with a significant increase in intraocular pressure and athalamia 15 hours after a trabeculectomy. It is correct to say that:
a) This severe ocular condition is more prevalent in aphakic patients.
b) The use of topical cycloplegic during the immediate postoperative period is a risk factor for this condition.
c) If there is a pervious iridotomy, this would not occur.
d) Typically, this condition occurs in eyes with an anteroposterior diameter smaller than those of the general population.",d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
46,2022,Teórica II,Glaucoma ,,"Sobre o glaucoma cortisônico, é correto afirmar que:
a)Ocorre em todas as idades.
b)Os corticoides em concentrações baixas não elevam a pressão intraocular.
c)O glaucoma é tipicamente de ângulo fechado.
d)É mais frequente por uso de corticoide via oral do que na forma de colírio.","Regarding cortisonic glaucoma, it is correct to state that:
a) Occurs at all ages.
b) Corticosteroids in low concentrations do not increase intraocular pressure.
c) Glaucoma is typically angle-closure.
d) It is more frequent due to the use of oral corticosteroids than in the form of eye drops.",a,b,b,b,b,b,b,b,b,b,b,c,b,c,c,b,b,c,c,c,b,b,5.133013955782584e-05,1.0,c,0.17926780368434936,0.6
47,2022,Teórica II,Glaucoma,,"Qual dos defeitos de campo visual abaixo melhor se correlaciona com perda localizada da camada de fibras nervosas peripapilar (sinal de Hoyt) no setor temporal inferior?
a)Centro-cecal temporal inferior.
b)Nasal superior.
c)Temporal superior em cunha.
d)Vertical inferior.","Which of the visual field defects below best correlates with localized loss of the peripapillary nerve fiber layer (Hoyt's sign) in the inferior temporal sector?
a) Inferior temporal cecal center.
b) Upper nasal.
c) Wedge-shaped upper temporal.
d) Lower vertical.",b,c,c,c,c,c,c,c,c,c,c,a,c,a,a,a,c,a,a,a,a,c,5.133013955782584e-05,1.0,a,0.007048336371561326,0.8
48,2022,Teórica II,Glaucoma,,"O glaucoma hemossiderótico é causado por: a) Acúmulo de macrófagos na malha trabecular. b) Acúmulo de células sanguíneas incapazes de diapedese na malha trabecular.  c) Acúmulo de ferro presente na hemoglobina na malha trabecular. d) Entupimento da malha trabecular por hemácias frescas, fibrina e plasma.","Hemosiderotic glaucoma is caused by: a) Accumulation of macrophages in the trabecular meshwork. b) Accumulation of blood cells incapable of diapedesis in the trabecular meshwork. c) Accumulation of iron present in hemoglobin in the trabecular meshwork. d) Clogging of the trabecular meshwork by fresh red blood cells, fibrin and plasma.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
49,2022,Teórica II,Glaucoma,,"São fatores de risco clássicos para o desenvolvimento de glaucoma primário de ângulo aberto: a) Asiáticos, história familiar positiva, jovens. b) Pressão intraocular elevada, raça caucasiana, idade entre 25 e 45 anos. c) Pressão intraocular elevada, raça negra, história familiar positiva. d) Sexo feminino, espessura corneal elevada, pressão intraocular com ampla flutuação.","The classic risk factors for the development of primary open-angle glaucoma are: a) Asians, positive family history, young people. b) Elevated intraocular pressure, Caucasian race, age between 25 and 45 years. c) Elevated intraocular pressure, black race, positive family history. d) Female gender, increased corneal thickness, intraocular pressure with wide fluctuation.",c,b,b,b,b,b,b,b,b,b,b,a,a,b,a,b,a,b,a,b,b,b,5.133013955782584e-05,1.0,a,0.4752910833430205,0.5
50,2022,Teórica II,Glaucoma/Uveíte,,"Paciente masculino, 25 anos, com quadros reincidentes de hipertensão ocular (entre 40 e 60 mmHg), indolor, unilateral e de curta duração, sem baixa de visão. Qual o diagnóstico mais provável? a) Uveíte heterocrômica de Fuchs. b) Crise de glaucoma agudo com íris bombé. c) Crise de glaucoma agudo com íris em plateau. d) Crise glaucomatocíclica.","Male patient, 25 years old, with recurrent ocular hypertension (between 40 and 60 mmHg), painless, unilateral and of short duration, without loss of vision. Which are the most probable diagnostics? a) Fuchs heterochromic uveitis. b) Attack of acute glaucoma with bombé iris. c) Attack of acute glaucoma with plateau iris. d) Glaucomatocyclic crisis.",d,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,5.133013955782584e-05,1.0,a,0.007048336371561326,0.8
51,2022,Teórica II,Glaucoma ,,"Paciente diabético com 60 anos queixa-se de dor e baixa de acuidade visual no olho direito. Ao exame oftalmológico apresenta acuidade visual 0,1, pressão intraocular 45 mmHg, edema de cornea, neovascularização de íris, ângulo aberto em todos os quadrantes na gonioscopia, relação escavação/disco 0,3 e retinopatia diabética proliferativa. Após iniciar tratamento clínico hipotensor, apresentou boa resposta. Dentre as opções abaixo, qual é a conduta mais adequada a seguir? a) Ciclofotocoagulação. b) Implante de drenagem. c) Panfotocoagulação retiniana. d) Trabeculectomia com mitomicina C.","A 60-year-old diabetic patient complains of pain and low visual acuity in the right eye. On ophthalmological examination, visual acuity was 0.1, intraocular pressure 45 mmHg, corneal edema, iris neovascularization, open angle in all quadrants on gonioscopy, cup/disc ratio 0.3, and proliferative diabetic retinopathy. After initiating hypotensive clinical treatment, the patient had a good response. Among the options below, which is the most appropriate course of action to follow? a) Cyclophotocoagulation. b) Drainage implant. c) Panretinal photocoagulation. d) Trabeculectomy with mitomycin C.",c,c,c,c,c,c,c,c,c,c,c,d,d,d,d,d,d,d,d,d,d,c,5.133013955782584e-05,1.0,d,5.133013955782584e-05,1.0
52,2022,Teórica II,Glaucoma,,"Dentre as opções abaixo, qual seria o achado mais sugestivo de glaucoma? a) Assimetria de escavação de 0,2 entre os olhos. b) Atrofia peripapilar com zona alfa na região temporal do nervo. c) Relação escavação/disco bilateral de 0,5. d) Relação escavação/disco do nervo óptico de 0,4 com a presença de um notch temporal inferior.","Among the options below, which would be the most suggestive finding of glaucoma? a) Cupping asymmetry of 0.2 between the eyes. b) Peripapillary atrophy with alpha zone in the temporal region of the nerve. c) Bilateral excavation/disk ratio of 0.5. d) Optic nerve cup/disk ratio of 0.4 with the presence of an inferior temporal notch.",d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,5.133013955782584e-05,1.0,d,5.133013955782584e-05,1.0
53,2022,Teórica II,Farmacologia/Glaucoma,,"O uso tópico de colírio de alfa-2-agonista, como tartarato de brimonidina, deve ser evitado em qual situação, dentre as abaixo? a) Crianças abaixo de dois anos. b) Litíase renal. c) Asma. d) Anemia falciforme.","
Topical use of alpha-2-agonist eye drops, such as brimonidine tartrate, should be avoided in which of the following situations? a) Children under two years old. b) Renal lithiasis. c) Asthma. d) Sickle cell anemia.",a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
54,2022,Teórica II,Glaucoma,,Qual achado é mais comumente associado ao glaucoma congênito primário? a) Edema de nervo óptico. b) Rupturas na membrana de Descemet. c) Luxação do cristalino. d) Sinéquias anteriores periféricas em tenda.,Which finding is most commonly associated with primary congenital glaucoma? a) Optic nerve edema. b) Ruptures in Descemet's membrane. c) Dislocation of the lens. d) Tent-like peripheral anterior synechiae.,b,d,d,d,d,d,d,d,d,d,d,b,a,a,a,a,b,a,a,a,a,d,5.133013955782584e-05,1.0,a,0.007048336371561326,0.8
55,2022,Teórica II,Óptica/Refração,,"Sobre o teste do buraco estenopeico, é correto afirmar: a) Se a acuidade visual do paciente não melhorar, trata-se de um caso de ambliopia. b) Diminui a profundidade de foco, por haver redução da pupila. c) Reduz os círculos de difusão na retina. d) O tamanho do buraco estenopeico deve ser entre 4 e 5 mm.","Regarding the pinhole test, it is correct to state: a) If the patient's visual acuity does not improve, it is a case of amblyopia. b) Decrease the depth of focus, due to the reduction of the pupil. c) Reduces diffusion circles on the retina. d) The size of the pinhole hole should be between 4 and 5 mm.",c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
56,2022,Teórica II,Refração,,"Com relação à tabela de Snellen, é correto afirmar: a) A acuidade visual de 0,05 em um olho permite a carteira profissional de direção letra D. b) É necessária a facectomia com implante de lente intraocular em pacientes fácicos com acuidades visuais de 1,5 com a melhor correção. c) O paciente com acuidade visual de 0,25 tem um ângulo visual de 0,5 minuto. d) O paciente com acuidade visual de 0,2 tem visão subnormal.","With regard to the Snellen chart, it is correct to state: a) A visual acuity of 0.05 in one eye allows for a professional D driver's license. b) Facectomy with implantation of an intraocular lens is necessary in phakic patients with visual acuity of 1.5 with the best fix. c) The patient with a visual acuity of 0.25 has a visual angle of 0.5 minutes. d) The patient with a visual acuity of 0.2 has subnormal vision.",d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,5.133013955782584e-05,1.0,d,5.133013955782584e-05,1.0
57,2022,Teórica II,Óptica,,Qual dos materiais abaixo apresenta maior índice Abbe? a) Resina CR-39 b) Trivex. c) Resina de alto índice. d) Policarbonato.,Which of the materials below has the highest Abbe index? a) CR-39 resin b) Trivex. c) High index resin. d) Polycarbonate.,a,b,b,b,b,b,b,a,b,b,b,a,a,a,a,a,a,a,a,a,a,b,0.0007410104055591837,0.9,a,5.133013955782584e-05,1.0
58,2022,Teórica II,Refração,,"Um paciente de 65 anos, míope de -1,00 dioptrias esfericas em ambos olhos, consegue ler a 66 cm, sem correção de lentes. Qual a sua amplitude acomodativa e qual grau de óculos é suficiente para ele ler a 33 cm, respectivamente? a) 0,50 dioptrias esfericas; +1,00 dioptrias esfericas. b) 0,50 dioptrias esfericas; +1,50 dioptrias esfericas. c) 1,00 dioptrias esfericas; +1,50 dioptrias esfericas. d) 1,00 dioptrias esfericas; +2,00 dioptrias esfericas.","A 65-year-old patient, myopic to -1.00 spherical diopters in both eyes, can read at 66 cm without lens correction. What is his accommodative range and what eyeglasses are sufficient for him to read at 33 cm, respectively? a) 0.50 spherical diopters; +1.00 spherical diopters. b) 0.50 spherical diopters; +1.50 spherical diopters. c) 1.00 spherical diopters; +1.50 spherical diopters. d) 1.00 spherical diopters; +2.00 spherical diopters.",b,b,c,c,c,c,b,b,b,c,c,b,b,b,b,b,b,b,b,b,b,c,0.17926780368434936,0.6,b,5.133013955782584e-05,1.0
59,2022,Teórica II,Refração,,"Qual amplitude de acomodação esperada para uma pessoa de 30 anos de idade? a) 1,00 dioptria esferica. b) 4,00 dioptria esferica. c) 7,00 dioptria esferica. d) 12,00 dioptria esferica.",What range of accommodation is expected for a 30-year-old? a) 1.00 spherical diopters. b) 4.00 spherical diopters. c) 7.00 spherical diopters. d) 12.00 spherical diopters.,a,c,c,c,c,c,c,c,c,c,c,a,c,b,a,b,a,b,b,c,b,c,5.133013955782584e-05,1.0,b,0.4752910833430205,0.5
60,2022,Teórica II,Refração,,"Um técnico em eletrônica realiza, sem correção, esforço acomodativo de 6,00 DE quando trabalha a 20 cm. Qual alternativa melhor representa a refração deste paciente? a) +1,50 dioptrias esfericas -2,00 dioptrias cilindricas x 180°. b) +1,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°. c) +2,50 dioptrias esfericas -3,00 dioptrias cilindricas x 180°. d) +3,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°.","An electronics technician performs, without correction, an accommodative effort of 6.00 DE when working at 20 cm. Which alternative best represents this patient's refraction? a) +1.50 spherical diopters -2.00 cylindrical diopters x 180°. b) +1.50 spherical diopters -3.00 cylindrical diopters x 90°. c) +2.50 spherical diopters -3.00 cylindrical diopters x 180°. d) +3.50 spherical diopters -3.00 cylindrical diopters x 90°.",c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,c,b,c,c,c,c,0.0007410104055591837,0.9,c,0.0007410104055591837,0.9
61,2022,Teórica II,Estrabismo,,"Criança de três anos apresenta esotropia de 70 dioptrias prismáticas (sem correção), relação convergência acomodativa/acomodação de 6, e refração sob cicloplegia de +3.50 dioptrias esfericas em ambos os olhos. Após a prescrição da refração, é mais provável que o desvio com o uso dos óculos, em dioptrias prismáticas, seja de aproximadamente: a) Zero. b) 20. c) 50. d) 70.","A three-year-old child has an esotropia of 70 prismatic diopters (uncorrected), an accommodative convergence/accommodation ratio of 6, and refraction under cycloplegia of +3.50 spherical diopters in both eyes. After prescription of refraction, it is more likely that the deviation with the use of glasses, in prismatic diopters, is approximately: a) Zero. b) 20. c) 50. d) 70.",c,b,b,b,d,b,b,b,c,d,b,b,b,b,b,b,b,b,b,b,b,b,0.043989589915272576,0.7,b,5.133013955782584e-05,1.0
62,2022,Teórica II,Estrabismo,,"A medida da amplitude de convergência fusional é feita pela colocação de prismas diante dos olhos. Qual das alternativas abaixo melhor representa a posição adequada dos prismas, considerando um paciente sem estrabismo? a) Base temporal no olho de melhor acuidade visual e base nasal no outro olho. b) Base temporal no olho direito. c) Base nasal no olho de melhor acuidade visual e base temporal no outro olho. d) Base nasal no olho esquerdo.","The measurement of the amplitude of fusional convergence is made by placing prisms in front of the eyes. Which of the alternatives below best represents the proper position of the prisms, considering a patient without strabismus? a) Temporal base in the eye with better visual acuity and nasal base in the other eye. b) Temporal base in the right eye. c) Nasal base in the eye with better visual acuity and temporal base in the other eye. d) Nasal base in the left eye.",b,c,a,a,a,c,c,c,c,c,a,a,a,a,a,a,a,a,a,a,a,c,0.17926780368434936,0.6,a,5.133013955782584e-05,1.0
63,2022,Teórica II,Farmacologia,,"Com relação ao colírio de atropina 1%, assinale a alternativa correta. a) É contraindicado para tratamento de ambliopia b) Provoca boa cicloplegia, mas midríase discreta. c) Provoca cicloplegia prolongada, com efeito que se estende por, até, 15 dias após a instilação. d) Sua ação máxima ocorre quatro horas após a instilação.","Regarding atropine 1% eye drops, mark the correct alternative. a) It is contraindicated for the treatment of amblyopia b) It causes good cycloplegia, but mild mydriasis. c) It causes prolonged cycloplegia, with an effect that lasts for up to 15 days after instillation. d) Its maximum action occurs four hours after instillation.",c,b,b,b,b,b,b,b,b,b,b,c,c,b,c,c,c,b,c,c,c,b,5.133013955782584e-05,1.0,c,0.007048336371561326,0.8
64,2022,Teórica II,Estrabismo,,"Criança de 6 anos de idade, emétrope, apresenta exoforia de 6 dioptrias prismáticas (DP). Após colocação de lentes negativas de -2,00 dioptrias esféricas, apresentou esoforia de 2 DP. Sua relação convergência acomodativa/acomodação é: a) 2. b) 4. c) 6. d) 8.","A 6-year-old emmetropic child has an exophoria of 6 prismatic diopters (PD). After placement of minus lenses of -2.00 spherical diopters, he presented esophoria of 2 SD. Its accommodative convergence/accommodation ratio is: a) 2. b) 4. c) 6. d) 8.",b,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,5.133013955782584e-05,1.0,c,0.0007410104055591837,0.9
65,2022,Teórica II,Estrabismo,,"Com relação aos prismas de Fresnel, assinale a alternativa correta. a) Os de altos valores são associados à redução da acuidade visual. b) São obtidos a partir de prismas de igual poder unidos por suas bases. c) São obtidos a partir de prismas de igual poder unidos por seus ápices.d) São pouco usados, principalmente pelo desconforto causado pelo seu alto peso.","Regarding Fresnel prisms, mark the correct alternative. a) Those with high values ​​are associated with reduced visual acuity. b) Are obtained from prisms of equal power joined by their bases. c) They are obtained from prisms of equal power joined by their apexes. d) They are little used, mainly due to the discomfort caused by their high weight.",a,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
66,2022,Teórica II,Refração,,"Um paciente hipermétrope de +1,00 dioptrias esfericas de 45 anos não possui mais tolerância acomodativa. Logo, para exercer uma atividade a 25 cm necessitará de qual correção abaixo? a) +1,00 Dioptrias esfericas. b) +2,00 dioptrias esfericas. c) +4,00 dioptrias esfericas. d) +5,00 dioptrias esfericas.","A 45-year-old +1.00 spherical diopter hyperopic patient no longer has accommodative tolerance. Therefore, to carry out an activity at 25 cm, which correction below will you need? a) +1.00 spherical diopters. b) +2.00 spherical diopters. c) +4.00 spherical diopters. d) +5.00 spherical diopters.",d,b,c,c,c,c,b,c,c,b,b,b,b,b,b,b,b,b,b,b,b,c,0.17926780368434936,0.6,b,5.133013955782584e-05,1.0
67,2022,Teórica II,Refração,,"Uma criança de seis anos de idade com dificuldade de aprendizado, apresenta refração estática de +2,00 DE em ambos os olhos, alcançando acuidade visual 1,0. Não apresenta desvio ocular. Qual a melhor conduta neste caso? a) Não é necessária a prescrição de óculos. b) Prescrição total. c) Prescrição de +1,00 dioptrias esfericas em ambos os olhos. d) Prescrição de óculos de leitura.","A six-year-old child with a learning disability has a static refraction of +2.00 spherical diopters in both eyes, achieving a visual acuity of 1.0. No ocular deviation. What is the best course of action in this case? a) It is not necessary to prescribe glasses. b) Full prescription. c) Prescription of +1.00 pherical diopters in both eyes. d) Prescription of reading glasses.",a,b,a,a,a,b,a,b,b,a,b,c,c,c,c,c,c,c,c,c,c,b,0.4752910833430205,0.5,c,5.133013955782584e-05,1.0
68,2022,Teórica II,Refração,,"Qual a anisometropia do paciente que usa -3,00 dioptrias esfericas no olho direito e +1,00 dioptrias esfericas -2,00 dioptrias cilindricas x 90° no olho esquerdo? a) 0 DE. b) 1 dioptrias esfericas. c) 2 dioptrias esfericas. d) 3 dioptrias esfericas.",What is the anisometropia of the patient who uses -3.00 spherical diopters in the right eye and +1.00 spherical diopters -2.00 cylindrical diopters x 90° in the left eye? a) 0 DE. b) 1 spherical diopters. c) 2 spherical diopters. d) 3 spherical diopters.,d,b,c,c,b,b,c,c,c,b,b,c,c,c,c,c,c,b,b,c,c,b,0.4752910833430205,0.5,c,0.007048336371561326,0.8
69,2022,Teórica II,Refração,,"Um examinador localizado a 0,67 m do olho examinado utiliza um retinoscópio e varre o meridiano horizontal (eixo vertical), observando um movimento a favor. Após adicionar lentes positivas, o reflexo é neutralizado com +1,50 dioptria. Com esta lente, ao varrer o meridiano vertical (eixo horizontal), observa-se um movimento a favor. Qual das alternativas abaixo pode ser uma prescrição para o paciente? a) +1,00 dioptria esferica - 1,00 x 90°. b) +1,00 dioptria esferica - 1,00 x 180°. c) -1,00 dioptria esferica + 1,00 X 90°. d) -1,00 dioptria esferica + 1,00 X 180°.","An examiner located 0.67 m from the examined eye uses a retinoscope and scans the horizontal meridian (vertical axis), observing a movement in favor. After adding plus lenses, the flare is neutralized with +1.50 diopter. With this lens, when sweeping the vertical meridian (horizontal axis), a movement in favor is observed. Which of the following could be a prescription for the patient? a) +1.00 spherical diopter - 1.00 x 90°. b) +1.00 spherical diopter - 1.00 x 180°. c) -1.00 spherical diopter + 1.00 X 90°. d) -1.00 spherical diopter + 1.00 X 180°.",a,b,b,b,b,b,a,a,a,b,b,b,a,a,b,b,a,b,a,a,b,b,0.043989589915272576,0.7,b,0.4752910833430205,0.5
