ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,french
103,2022,Teórica II,Retina,,"Assinale a alternativa que correlaciona corretamente a alteração no exame de angiofluoresceinografia e sua descrição. 
a) Acúmulo (pooling): aparecimento tardio, área aumenta ao longo do exame. 
b) Impregnação (staining): aparecimento precoce, área aumenta ao longo do exame. 
c) Defeito em janela: aparecimento precoce, área mantida ao longo do exame. 
d) Extravazamento: aparecimento tardio, área mantida ao longo do exame.","Seleccionar la alternativa que correlacione correctamente la alteración en el examen de angiografía fluoresceínica y su descripción.
a) Acumulación: aparición tardía, el área aumenta a lo largo del examen.
b) Tinción: aparición temprana, el área aumenta a lo largo del examen.
c) Defecto de ventana: aparición temprana, área mantenida durante todo el examen.
d) Extravasación: aparición tardía, área mantenida durante todo el examen.","Check the alternative that correctly correlates the change in the fluorescein angiography exam and its description. 
a) Accumulation (pooling): late appearance, area increases throughout the exam. 
b) Staining: early appearance, area increases throughout the exam. 
c) Window defect: early appearance, area maintained throughout the exam. 
d) Extravasation: late appearance, area maintained throughout the examination.","Piliin ang tamabng tambal na nagpapahayag ng ugnayan ng pagbabago sa luorescein angiography exam at deskripsyon nito. 
a) Accumulation (pooling): Huling nakikita, paglaki ng saklaw sa kabuuan ng eksamen
b) Staining: Maagang nakikita, paglaki ng saklaw sa kabuuan ng eksamen.
c) Window Defect: Maagang nakikita, nanatili sa orihinal na saklaw sa kabuuan ng eksamen
d) Extravasation: Huling nakikita, nanatili sa orihinal na saklaw sa kabuuan ng eksamen",C,"Vérifiez l'alternative qui corrèle correctement le changement dans l'examen d'angiographie à la fluorescéine et sa description.
a) Accumulation (pooling) : apparition tardive, la zone augmente tout au long de l'examen.
b) Coloration (staining) : apparition précoce, la zone augmente tout au long de l'examen.
c) Défaut de fenêtre (window defect) : apparition précoce, la zone est maintenue tout au long de l'examen.
d) Extravasation : apparition tardive, la zone est maintenue tout au long de l'examen."
104,2022,Teórica II,Retina,,"Considerando a classificação da retinopatia diabética a partir dos achados fundoscópicos e seu significado prognóstico, podemos afirmar: 
a) Se não existem neovasos no exame de fundo de olho, o risco de desenvolver retinopatia diabética proliferativa em um ano é menor que 20%. 
b) A presença apenas de microhemorragias e microaneurismas em três quadrantes permite afirmar que este paciente não desenvolverá retinopatia diabética proliferativa em um ano. 
c) A presença de veias ingurgitadas associada a microaneurismas e microhemorragias em todos os quadrantes é considerada achado normal na retinopatia diabética e sugere um risco abaixo de 10% de desenvolver retinopatia diabética proliferativa em um ano. 
d) A presença de alterações microvasculares intrarretinianas (IRMA), moderadas, em dois quadrantes, indica que mais da metade dos pacientes desenvolverá retinopatia diabética proliferativa em cinco anos.","Considerando la clasificación de la retinopatía diabética en función de los hallazgos funduscópicos y su importancia pronóstica, podemos afirmar:
a) Si no hay neovasos en el examen del fondo de ojo, el riesgo de desarrollar retinopatía diabética proliferativa en un año es inferior al 20%.
b) La presencia únicamente de microhemorragias y microaneurismas en tres cuadrantes permite afirmar que este paciente no desarrollará retinopatía diabética proliferativa dentro de un año.
c) La presencia de venas congestionadas asociadas con microaneurismas y microhemorragias en todos los cuadrantes se considera un hallazgo normal en la retinopatía diabética y sugiere un riesgo inferior al 10% de desarrollar retinopatía diabética proliferativa dentro de un año.
d) La presencia de cambios microvasculares intrarretinianos moderados (IRMA) en dos cuadrantes indica que más de la mitad de los pacientes desarrollarán retinopatía diabética proliferativa en un plazo de cinco años.","Considering the classification of diabetic retinopathy based on funduscopic findings and its prognostic significance, we can state: 
a) If there are no new vessels in the fundus examination, the risk of developing proliferative diabetic retinopathy in one year is less than 20%. 
b) The presence of only microhemorrhages and microaneurysms in three quadrants allows us to state that this patient will not develop proliferative diabetic retinopathy in one year. 
c) The presence of engorged veins associated with microaneurysms and microhemorrhages in all quadrants is considered a normal finding in diabetic retinopathy and suggests a risk below 10% of developing proliferative diabetic retinopathy in one year. 
d) The presence of intraretinal microvascular alterations (IRMA), moderate, in two quadrants, indicates that more than half of the patients will develop proliferative diabetic retinopathy in five years.","Sa pagsasaalang-alang ng mga kalsipikasyon ng diabetic retinopathy ayon sa mga funduscopic findings at kahalagahang prognostiko nito, maari nating sabihin na: 
a) Kung walang bagong ugat ang nakita sa fundus eksamen, ang posibilidad na magkaroon ng proliferative diabetic retinopathy sa loob ng isang taon ay mas mababa sa 20%. 
b) Ang tanging pagkakaroon ng microhemorrhage at microaneurysms sa tatlong quadrants ay pangitain na hindi magkakaroon ng proliferative diabetic retinopathy ang pasyente sa loob ng isang taon. 
c) Ang pagkakaroon ng mga lumaking ugat na nauugnay sa microaneurysms at microhemorrhages sa lahat ng quadrant ay nangangahulugang, normal para sa mga may diabetic retinopathy at mababa rin (10%) ang posibilidad na magkakaroon ng proliferative diabetic retinopathy ang pasyente sa loob ng isang taon. 
d) Ang pagkakaroon ng intraretinal microvascular alterations (IRMA), makikita sa dalawang quadrants, ay nangangahulugang higit sa kalahati ng mga pasyente ay magkakaroon ng proliferative diabetic retinopathy in five years.",D,"En considérant la classification de la rétinopathie diabétique basée sur les résultats de l'examen du fond d'œil et sa signification pronostique, nous pouvons affirmer :
a) S'il n'y a pas de nouveaux vaisseaux à l'examen du fond d'œil, le risque de développer une rétinopathie diabétique proliférante en un an est inférieur à 20 %.
b) La présence de seulement des microhémorragies et des microanévrismes dans trois quadrants nous permet d'affirmer que ce patient ne développera pas de rétinopathie diabétique proliférante en un an.
c) La présence de veines engorgées associées à des microanévrismes et des microhémorragies dans tous les quadrants est considérée comme une constatation normale dans la rétinopathie diabétique et suggère un risque inférieur à 10 % de développer une rétinopathie diabétique proliférante en un an.
d) La présence d'altérations microvasculaires intrarétiniennes (IRMA), modérées, dans deux quadrants, indique que plus de la moitié des patients développeront une rétinopathie diabétique proliférante en cinq ans."
105,2022,Teórica II,Retina,,"Num exame de tomografia de coerência óptica, qual a correlação correta entre a classificação e a descrição das membranas neovasculares? 
a) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 1. 
b) As membranas do tipo 2 localizam-se abaixo do epitélio pigmentado da retina, mas se estendem para a região entre o epitélio pigmentado da retina e a retina neurossensorial. 
c) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 3. 
d) As membranas que crescem bem delimitadas no espaço entre a retina neurossensorial e o epitélio pigmentado da retina são denominadas tipo 3.","En un examen de tomografía de coherencia óptica ¿cuál es la correlación correcta entre la clasificación y descripción de las membranas neovasculares?
a) Las membranas situadas debajo del epitelio pigmentado de la retina se denominan tipo 1.
b) Las membranas de tipo 2 se encuentran debajo del epitelio pigmentado de la retina, pero se extienden hacia la región entre el epitelio pigmentado de la retina y la retina neurosensorial.
c) Las membranas situadas debajo del epitelio pigmentado de la retina se denominan tipo 3.
d) Las membranas que crecen bien definidas en el espacio entre la retina neurosensorial y el epitelio pigmentado de la retina se denominan tipo 3.","In an optical coherence tomography exam, what is the correct correlation between the classification and the description of neovascular membranes? 
a) Membranes located below the retinal pigment epithelium are called type 1. 
b) Type 2 membranes are located below the retinal pigment epithelium, but extend into the region between the retinal pigment epithelium and the sensorineural retina. 
c) The membranes located below the retinal pigment epithelium are called type 3. 
d) The membranes that grow well delimited in the space between the sensorineural retina and the retinal pigment epithelium are called type 3.","Sa isang optical coherence tomography exam, ano ang tamang ugnayan sa pagitan ng pag-uuri at ang paglalarawan ng mga neovascular membranes?
a) Ang mga membrane na matatagpuan sa ilalim ng retinal pigment epithelium ay tinatawag na Type 1.
b) Type 2 membane ay makikita sa ilalim ng retinal pigment epithelium, ngunit ito ay lumalagpas sa rehiyon sa pagitan ng retinal pigment epithelium at sensorineural retina
c) Ang mga membrane na makikita sa ilalim ng retinal pigment epithelium ay tinatawag na Type 3.
d) Ang mga membranes na nabubuo sa espasyo sa pagitan ng sensorineural retina at ng retinal pigment epithelium ay tinatawag na Type 3",A,"Lors d'un examen de tomographie par cohérence optique, quelle est la corrélation correcte entre la classification et la description des membranes néovasculaires ?
a) Les membranes situées sous l'épithélium pigmentaire rétinien sont appelées type 1.
b) Les membranes de type 2 sont situées sous l'épithélium pigmentaire rétinien, mais s'étendent dans la région entre l'épithélium pigmentaire rétinien et la rétine sensorielle.
c) Les membranes situées sous l'épithélium pigmentaire rétinien sont appelées type 3.
d) Les membranes qui se développent bien délimitées dans l'espace entre la rétine sensorielle et l'épithélium pigmentaire rétinien sont appelées type 3."
106,2022,Teórica II,Retina,,"Quando consideramos o tratamento de um paciente com degeneração macular relacionada à idade, a melhor conduta baseada nos achados dos estudos AREDS é: 
a) A suplementação de vitaminas e antioxidantes está indicada em pacientes com histórico familiar, mesmo antes de aparecerem alterações retinianas. 
b) A presença de drusas intermediárias e grandes é indicação de suplementação de vitaminas e antioxidantes. 
c) A suplementação em pacientes fumantes deve incluir betacaroteno. 
d) Quando há lesão avançada em um dos olhos, não se recomenda a suplementação de vitaminas e antioxidantes.","Al considerar el tratamiento de un paciente con degeneración macular relacionada con la edad, el mejor enfoque basado en los hallazgos de los estudios AREDS es:
a) La suplementación con vitaminas y antioxidantes está indicada en pacientes con antecedentes familiares, incluso antes de que aparezcan cambios retinianos.
b) La presencia de drusas intermedias y grandes es indicación de suplementación vitamínica y antioxidante.
c) La suplementación en pacientes fumadores debe incluir betacaroteno.
d) Cuando hay daño avanzado en alguno de los ojos no se recomienda la suplementación con vitaminas y antioxidantes.","When considering the treatment of a patient with age-related macular degeneration, the best approach based on the findings of the AREDS studies is: 
a) Vitamin and antioxidant supplementation is indicated in patients with a family history, even before retinal changes appear. 
b) The presence of intermediate and large drusen is an indication of vitamin and antioxidant supplementation.
c) Supplementation in smokers should include beta-carotene. 
d) When there is an advanced lesion in one of the eyes, vitamin and antioxidant supplementation is not recommended.","Sa pagsasaalang-alang ng mga pangagagamot sa mga pasyenteng mayroong age-related macular degeneration (ARMD), ang pinakamainam na lapit ng pangagagamot batay sa mga pag-aaral ng AREDS:
a) Ang pagdaragdag ng vmga bitamina at antioxidant ay mainam para sa mga pasyenteng may kasaysayan ng ARMD sa pamilya, bago pa makita ang mga pagbabago sa retina.
b) Ang pagkakaroon ng mga intermediate at large drusen ay isang indikasyon para gumamit ng mga bitamina at antioxidants
c) Dapat na bigyan ng mga supplements na mmayaman sa beta-carotene ang mga naninigarilyo.
d) Kapagh mayroong malalang lesyon sa isa sa mga mata, hindi inirerekomendang magbigay ng bitamina at antioxidant.",B,"Lorsqu'on envisage le traitement d'un patient atteint de dégénérescence maculaire liée à l'âge, la meilleure approche basée sur les résultats des études AREDS est :
a) Une supplémentation en vitamines et antioxydants est indiquée chez les patients ayant des antécédents familiaux, même avant l'apparition de changements rétiniens.
b) La présence de drusen intermédiaires et larges est une indication de supplémentation en vitamines et antioxydants.
c) La supplémentation chez les fumeurs doit inclure du bêta-carotène.
d) Lorsqu'il y a une lésion avancée dans l'un des yeux, la supplémentation en vitamines et antioxydants n'est pas recommandée."
107,2022,Teórica II,Retina,,"A resposta elétrica da célula de Müller está melhor representada pela: 
a) Onda ""a"" do eletrorretinograma. 
b) Onda ""b"" do eletrorretinograma. 
c) Onda ""c"" do eletrorretinograma. 
d) Relação de Arden no eletro-oculograma.","La respuesta eléctrica de la celda de Müller se representa mejor por:
a) Onda ""a"" del electrorretinograma.
b) Onda ""b"" del electrorretinograma.
c) Onda ""c"" del electrorretinograma.
d) Relación de Arden en el electrooculograma.","The electrical response of the Müller cell is best represented by: 
a) ""a"" wave of the electroretinogram. 
b) Wave ""b"" of the electroretinogram. 
c) Wave ""c"" of the electroretinogram. 
d) Arden ratio on the electro-oculogram.","Ang elektrikal na manipestasyon ng cell ng Müller ay naipapakita ng:
a) ""isang"" alon ng electroretinogram.
b) Wave ""b"" ng electroretinogram.
c) Wave ""c"" ng electroretinogram.
d) Ratio ng Arden sa electro-oculogram.",B,"La réponse électrique de la cellule de Müller est mieux représentée par :
a) l'onde ""a"" de l'électrorétinogramme.
b) l'onde ""b"" de l'électrorétinogramme.
c) l'onde ""c"" de l'électrorétinogramme.
d) le rapport d'Arden sur l'électro-oculogramme."
108,2022,Teórica II,Retina,,"Qual a melhor conduta, entre as abaixo, para um paciente de 65 anos com descolamento de retina total decorrente de rasgadura retiniana periférica arqueada em 155 graus superiores, com borda posterior enrolada? 
a) Fotocoagulação a laser seguido de introflexão escleral, com explante posicionado superiormente. 
b) Introflexão escleral, com explante posicionado superiormente e uso de gás SF6 ao final da cirurgia. 
c) Retinopexia pneumática seguida de crioterapia ou fotocoagulação a laser. 
d) Vitrectomia posterior com uso de perfluorcarbono e fotocoagulação laser.","¿Cuál es el mejor tratamiento, entre los siguientes, para un paciente de 65 años con desprendimiento total de retina resultante de un desgarro periférico arqueado de retina a 155 grados superior, con un borde posterior enrollado?
a) Fotocoagulación con láser seguida de introflexión escleral, con explante colocado superiormente.
b) Introflexión escleral, con explante posicionado superiormente y uso de gas SF6 al final de la cirugía.
c) Retinopexia neumática seguida de crioterapia o fotocoagulación con láser.
d) Vitrectomía posterior mediante perfluorocarbono y fotocoagulación con láser.","Which of the following is the best course of action for a 65-year-old patient with total retinal detachment due to a superior 155-degree arcuate peripheral retinal tear with a rolled-up posterior edge? 
a) Laser photocoagulation followed by scleral introflexion, with explant positioned superiorly. 
b) Scleral introflexion, with explant positioned superiorly and use of SF6 gas at the end of surgery. 
c) Pneumatic retinopexy followed by cryotherapy or laser photocoagulation. 
d) Posterior vitrectomy using perfluorocarbon and laser photocoagulation.","Alin sa mga sumusunod na pahayag ang dapat tunguhin kung ang isang 65 taong gulang na pasyente na may total retinal detachment dahil sa 155-degree arcuate peripheral retinal tear na may rolled-up posterior edge? 
a) Laser photocoagulation na susundan ng scleral introflexion, na may explant na nakaposisyon sa itaas
b) Scleral introflexion na may explant na nakaposisyon sa itaas, at paggamit ng SF6 gas sa pagtatapos ng operasyon.
c) Pneumatic retinopexy na susundan ng cryotherapy o laser photocoagulation.
d) Posterior vitrectomy gamit ang perfluorocarbon at laser photocoagulation.",D,"Quelle est la meilleure démarche à suivre pour un patient de 65 ans présentant un décollement total de la rétine dû à une déchirure rétinienne périphérique supérieure de 155 degrés en arc avec un bord postérieur enroulé ?
a) Photocoagulation au laser suivie d'une introflexion sclérale, avec un implant positionné en haut.
b) Introflexion sclérale, avec un implant positionné en haut et utilisation de gaz SF6 à la fin de la chirurgie.
c) Retinopexie pneumatique suivie de cryothérapie ou de photocoagulation au laser.
d) Vitrectomie postérieure utilisant du perfluorocarbone et photocoagulation au laser."
109,2022,Teórica II,Retina,,"Qual das doenças sistêmicas abaixo está mais frequentemente associada a um quadro de estrias angioides? 
a) Anemia falciforme. 
b) Anemia megaloblástica 
c) Artrite reumatoide.
d) Poliarterite nodosa.","¿Cuál de las enfermedades sistémicas siguientes se asocia con mayor frecuencia con estrías angioides?
a) Anemia falciforme.
b) Anemia megaloblástica
c) Artritis reumatoide.
d) Poliarteritis nudosa.","
Which of the systemic diseases below is most often associated with angioid striae? 
a) Sickle cell anemia. 
b) Megaloblastic anemia 
c) Rheumatoid arthritis. 
d) Polyarteritis nodosa.","Alin sa mga sakit sa ibaba ang madalas na nauugnay sa angioid striae?
a) Sickle cell anemia.
b) Megaloblastic anemia
c) Rheumatoid arthritis.
d) Polyarteritis nodosa.",A,"Quelle maladie systémique parmi celles ci-dessous est le plus souvent associée aux stries angioïdes ?
a) Anémie falciforme.
b) Anémie mégaloblastique.
c) Polyarthrite rhumatoïde.
d) Périartérite noueuse."
110,2022,Teórica II,Plástica Ocular,,"Além da tríade clássica de blefaroptose, epicanto inverso e telecanto, qual dos achados abaixo aparece com frequência na síndrome da blefarofimose? 
a) Triquíase maior. 
b) Ectrópio lateral da pálpebra inferior. 
c) Obstrução lacrimal por imperfuração da válvula de Hasner. 
d) Encurtamento do fundo de saco conjuntival superior.","Además de la tríada clásica de blefaroptosis, epicanto inverso y telecanto, ¿cuál de los siguientes hallazgos aparece con frecuencia en el síndrome de blefarofimosis?
a) Triquiasis mayor.
b) Ectropión lateral del párpado inferior.
c) Obstrucción lagrimal por imperforación de la válvula de Hasner.
d) Acortamiento del fondo de saco conjuntival superior.","In addition to the classic triad of blepharoptosis, epicanthus inversus, and telecanthus, which of the findings below appears frequently in blepharophimosis syndrome? 
a) Trichiasis major. 
b) Lateral ectropion of the lower eyelid. 
c) Lacrimal obstruction due to imperforation of the Hasner valve. 
d) Shortening of the superior conjunctival cul-de-sac.","Bilang karagdagan sa klasikong triad ng blepharoptosis, epicanthus inversus, at telecanthus, alin sa mga natuklasan sa mga pahayag sa ibaba ang madalas na lumitaw sa Blepharophimosis syndrome?
a) Trichiasis major.
b) Lateral ectropion ng ilalim na talukap ng mata
c) Lacrimal obstruction dahil sa imperforation ng Hasner valve
d) Pag-ikli o pag-urong ng itaas na bahagi ng conjuctival cul-de-sac",B,"En plus de la triade classique de blépharoptose, épicanthus inversus et télécanthus, laquelle des constatations ci-dessous apparaît fréquemment dans le syndrome de blépharophimose ?
a) Trichiasis majeur.
b) Ectropion latéral de la paupière inférieure.
c) Obstruction lacrymale due à l'imperforation de la valve de Hasner.
d) Raccourcissement du cul-de-sac conjonctival supérieur."
111,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto a cirurgia de blefaroplastia inferior para fins estéticos.  
a) Remoção da bolsa de gordura lateral tem como principal complicação a diplopia pós-operatória por lesão no obliquo inferior. 
b) Quando realizada por via transconjuntival há maior risco de retração palpebral. 
c) Maior flacidez horizontal da pálpebra na avaliação pré-operatória indica a necessidade de associação de cantoplastia lateral. 
d) Em pacientes jovens, que possuem maior resposta cicatricial, a via preferencial é a transcutânea.","Seleccionar la alternativa correcta en cuanto a cirugía de blefaroplastia inferior con fines estéticos.
a) La extirpación de la bolsa grasa lateral tiene como principal complicación la diplopía postoperatoria por lesión del oblicuo inferior.
b) Cuando se realiza por vía transconjuntival, existe mayor riesgo de retracción palpebral.
c) Mayor flacidez horizontal del párpado en la valoración preoperatoria indica la necesidad de asociación con cantoplastia lateral.
d) En pacientes jóvenes, que tienen una mayor respuesta curativa, la vía preferida es la transcutánea.","Check the correct alternative regarding lower blepharoplasty surgery for aesthetic purposes. 
a) Removal of the lateral fat pad mainly suffered postoperative diplopia due to an injury to the inferior oblique. 
b) When performed via the transconjunctival route, there is a greater risk of eyelid retraction. 
c) Greater horizontal flaccidity of the head in the pre-surgical evaluation indicates the need for a lateral canthoplasty. 
d) In young patients, who have a greater healing response, the preferred route is transcutaneous.","Alin sa mga pahayag sa ibaba ang naglalahad ng katotohanan patungkol sa lower blepharoplasty surgery na may layong makapagpaganda? 
a) Pagtanggal sa lateral fat pad ay nagdulot ng post-operative diplopia dulot ng pinsala sa inferior oblique
b) Kung gagawin ang operasyon sa pamamagitan ng transconjunctival route, may mas malaking panganib para sa eyelid retraction
c) Ang labis na horizontal flaccidity ng ulo sa pre-surgical evaluation ay nagpapahiwatig na mayroong pangangailan para sa lateral canthoplasty
d) Sa mga batang pasyente, dahil mas mabilis maghilom ang sugat, mas mainam gumamait ng transcutaneous na ruta",C,"Vérifiez l'alternative correcte concernant la chirurgie de blépharoplastie inférieure à des fins esthétiques.
a) L'ablation du coussinet adipeux latéral entraîne principalement une diplopie postopératoire due à une blessure du muscle oblique inférieur.
b) Lorsqu'elle est réalisée par voie transconjonctivale, il y a un risque accru de rétraction de la paupière.
c) Une plus grande flaccidité horizontale de la tête lors de l'évaluation pré-chirurgicale indique la nécessité d'une canthoplastie latérale.
d) Chez les jeunes patients, qui ont une réponse cicatricielle plus importante, la voie préférée est transcutanée."
112,2022,Teórica II,Plástica Ocular,,"Escolha a alternativa correta. 
a) Podem ser considerados efeitos colaterais da aplicação da toxina botulínica periocular: blefaroptose aponeurótica, entrópio espástico e estrabismo restritivo. 
b) Diferentemente do blefaroespasmo essencial, o tratamento com drogas miorrelaxantes orais apresenta boa resposta para o espasmo hemifacial. 
c) A aplicação de toxina botulínica tipo B é o tratamento mais realizado para blefaroespasmo essencial. 
d) A aplicação adjuvante de toxina botulínica em caso de paralisia facial periférica é realizada no lado não acometido.","Seleccione la alternativa correcta.
a) Se pueden considerar efectos secundarios de la aplicación de toxina botulínica periocular: blefaroptosis aponeurótica, entropión espástico y estrabismo restrictivo.
b) A diferencia del blefaroespasmo esencial, el tratamiento con fármacos miorrelajantes orales proporciona una buena respuesta al espasmo hemifacial.
c) La aplicación de toxina botulínica tipo B es el tratamiento más utilizado para el blefaroespasmo esencial.
d) La aplicación coadyuvante de toxina botulínica en casos de parálisis facial periférica se realiza en el lado no afectado.","Choose the correct alternative. 
a) The following side effects of the application of periocular botulinum toxin can be considered: aponeurotic blepharoptosis, spastic entropion and restrictive strabismus. 
b) Unlike essential blepharospasm, treatment with oral myorelaxant drugs shows a good response to hemifacial spasm. 
c) The application of botulinum toxin type B is the most common treatment for essential blepharospasm. 
d) The adjuvant application of botulinum toxin in case of peripheral facial paralysis is performed on the unaffected side.","Alin sa mga pahayag ang totoo?
a) Ang mga sumusunod na salang-epekto ng paglalagay ng botulinum toxin ay: aponeurotic blepharoptosis, spastic entropion, at restrictive strasbismus
b) Di gaya ng essential blepharospasm, ang paggamit ng oral myorelaxant na gamot ay mainam para sa hemifacial spasm
c) Ang paglalagay ng botulinum toxis type B ang pinaka madalas na ibinibigay para sa essential blepharospasm
d) Ang paglalagay ng pinalakas na botulinum toxin para sa mga pasyenteng may peripheral facial paralysis ay inilalagay sa parte ng mukha na hindi apektado",D,"Choisissez l'alternative correcte.
a) Les effets secondaires suivants de l'application de toxine botulique périoculaire peuvent être considérés : blépharoptose aponévrotique, entropion spastique et strabisme restrictif.
b) Contrairement au blépharospasme essentiel, le traitement avec des médicaments myorelaxants oraux montre une bonne réponse au spasme hémifacial.
c) L'application de toxine botulique de type B est le traitement le plus courant pour le blépharospasme essentiel.
d) L'application adjuvante de toxine botulique en cas de paralysie faciale périphérique est réalisée du côté non affecté."
113,2022,Teórica II,Plástica Ocular,,"Qual fio de sutura utilizado em cirurgias palpebrais tem maior potencial de reação inflamatória tecidual? 
a) Seda, por ser orgânico. 
b) Poliester (Mersilene®), por ser absorvível. 
c) Poliamida (Nylon®), por ser monofilamentar. 
d) Polipropilene (Prolene®), por ser multifilamentar trançado.","¿Qué hilo de sutura utilizado en la cirugía de párpados tiene el mayor potencial de reacción inflamatoria del tejido?
a) La seda, por ser orgánica.
b) Poliéster (Mersilene®), por ser absorbible.
c) Poliamida (Nylon®), al ser monofilamento.
d) Polipropileno (Prolene®), al ser multifilamento trenzado.","
Which suture thread used in eyelid surgeries has the greatest potential for tissue inflammatory reaction? 
a) Silk, as it is organic. 
b) Polyester (Mersilene®), as it is absorbable. 
c) Polyamide (Nylon®), as it is monofilament. 
d) Polypropylene (Prolene®), as it is multifilament braided.","Anong suture thread ang ginagamit sa mga operasyon ng talukap na maaring makapagbigay ng malaking panganib para sa tissue inflammatory reaction?
a) Sutla, dahil ito ay organic.
b) Polyester (Mersilene®), dahil ito ay absorbable
c) Polyamide (Nylon®), dahil ito ay monofilament.
d) polypropylene (Prolene®), dahil ito ay multifilament braided",A,"Quel fil de suture utilisé dans les chirurgies des paupières a le plus grand potentiel de réaction inflammatoire des tissus ?
a) La soie, car elle est organique.
b) Le polyester (Mersilene®), car il est résorbable.
c) Le polyamide (Nylon®), car il est monofilament.
d) Le polypropylène (Prolene®), car il est multifilament tressé."
114,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto ao calázio. 
a) Em pacientes idosos é comum a transformação maligna para carcinoma sebáceo. 
b) Histologicamente caracteriza-se por inflamação crônica lipogranulomatosa. 
c) Na maioria das vezes origina-se de glândula apócrina atrelada aos cílios. 
d) Uso de ivermectina tópica em pomada é o tratamento clínico preferido devido a associação demonstrada com o ácaro Demodex foliculorum.","Seleccione la respuesta correcta con respecto al chalazión.
a) En pacientes de edad avanzada es frecuente la transformación maligna a carcinoma sebáceo.
b) Histológicamente se caracteriza por inflamación lipogranulomatosa crónica.
c) La mayoría de las veces se origina en una glándula apocrina adherida a las pestañas.
d) El uso de pomada tópica de ivermectina es el tratamiento clínico preferido debido a la asociación demostrada con el ácaro Demodex folliculorum.","Mark the correct alternative regarding the chalazion. 
a) In elderly patients, malignant transformation to sebaceous carcinoma is common. 
b) Histologically, it is characterized by chronic lipogranulomatous inflammation. 
c) In most cases, it originates from the apocrine gland attached to the eyelashes. 
d) Use of topical ivermectin in ointment is the preferred clinical treatment due to the demonstrated association with the Demodex folliculorum mite.","Alin sa mga sumusunod na pahayag ang tama patungkol sa chalazion?
a) Sa mga matatandang pasyente, pangkaraniwan ang pagbabagong-anyo ng sebaceious carcinoma bilang mapaminsala
b) Sa histolohikal na aspeto, mailalarawan ito sa pamamagitan ng matagalang lipogranulomatous inflammation
c) Kadalasan, ito ay nagmumula sa apocrine gland na nakadikit sa mga pilikmata
d) Ang paggamit ng ivermectin bilang pamahid ang inirerekomentang pamamahala dahil sa kaugnauyan nito sa Demodex folluculorum mite",B,"Marquez l'alternative correcte concernant le chalazion.
a) Chez les patients âgés, la transformation maligne en carcinome sébacé est courante.
b) Histologiquement, il est caractérisé par une inflammation lipogranulomateuse chronique.
c) Dans la plupart des cas, il provient de la glande apocrine attachée aux cils.
d) L'utilisation d'ivermectine topique en pommade est le traitement clinique préféré en raison de l'association démontrée avec l'acarien Demodex folliculorum."
