ID,year,test,theme,subtheme,portuguese,english,answer,responses_english,reasoning_english,responses_portuguese,reasoning_portuguese
46,2022,Teórica II,Glaucoma ,,"Sobre o glaucoma cortisônico, é correto afirmar que:
a)Ocorre em todas as idades.
b)Os corticoides em concentrações baixas não elevam a pressão intraocular.
c)O glaucoma é tipicamente de ângulo fechado.
d)É mais frequente por uso de corticoide via oral do que na forma de colírio.","Regarding cortisonic glaucoma, it is correct to state that:
a) Occurs at all ages.
b) Corticosteroids in low concentrations do not increase intraocular pressure.
c) Glaucoma is typically angle-closure.
d) It is more frequent due to the use of oral corticosteroids than in the form of eye drops.",A,A,"Cortisonic glaucoma can occur at any age. It is not limited to a specific age group. The other options are incorrect. Corticosteroids, even in low concentrations, can increase intraocular pressure. The type of glaucoma is not typically angle-closure, and it is more common with the use of corticosteroid eye drops than oral corticosteroids.",A,"O glaucoma cortisônico pode ocorrer em todas as idades. Não é verdade que os corticoides em baixas concentrações não elevam a pressão intraocular, pois mesmo em baixas doses podem causar aumento da pressão. O glaucoma cortisônico não é tipicamente de ângulo fechado. E não é mais frequente por uso de corticoide via oral do que na forma de colírio, na verdade, o uso tópico de corticoides é mais comumente associado ao glaucoma cortisônico."
47,2022,Teórica II,Glaucoma,,"Qual dos defeitos de campo visual abaixo melhor se correlaciona com perda localizada da camada de fibras nervosas peripapilar (sinal de Hoyt) no setor temporal inferior?
a)Centro-cecal temporal inferior.
b)Nasal superior.
c)Temporal superior em cunha.
d)Vertical inferior.","Which of the visual field defects below best correlates with localized loss of the peripapillary nerve fiber layer (Hoyt's sign) in the inferior temporal sector?
a) Inferior temporal cecal center.
b) Upper nasal.
c) Wedge-shaped upper temporal.
d) Lower vertical.",B,B,"The peripapillary nerve fiber layer in the inferior temporal sector corresponds to the upper nasal visual field. Therefore, a localized loss in this area would result in a defect in the upper nasal visual field.",C,"O sinal de Hoyt é uma perda localizada da camada de fibras nervosas peripapilar no setor temporal inferior. Isso se correlaciona melhor com um defeito de campo visual temporal superior em cunha, pois ambos envolvem a mesma área do campo visual."
48,2022,Teórica II,Glaucoma,,"O glaucoma hemossiderótico é causado por: a) Acúmulo de macrófagos na malha trabecular. b) Acúmulo de células sanguíneas incapazes de diapedese na malha trabecular.  c) Acúmulo de ferro presente na hemoglobina na malha trabecular. d) Entupimento da malha trabecular por hemácias frescas, fibrina e plasma.","Hemosiderotic glaucoma is caused by: a) Accumulation of macrophages in the trabecular meshwork. b) Accumulation of blood cells incapable of diapedesis in the trabecular meshwork. c) Accumulation of iron present in hemoglobin in the trabecular meshwork. d) Clogging of the trabecular meshwork by fresh red blood cells, fibrin and plasma.",C,C,Hemosiderotic glaucoma is caused by the accumulation of iron present in hemoglobin in the trabecular meshwork.,C,O glaucoma hemossiderótico é causado pelo acúmulo de ferro presente na hemoglobina na malha trabecular.
49,2022,Teórica II,Glaucoma,,"São fatores de risco clássicos para o desenvolvimento de glaucoma primário de ângulo aberto: a) Asiáticos, história familiar positiva, jovens. b) Pressão intraocular elevada, raça caucasiana, idade entre 25 e 45 anos. c) Pressão intraocular elevada, raça negra, história familiar positiva. d) Sexo feminino, espessura corneal elevada, pressão intraocular com ampla flutuação.","The classic risk factors for the development of primary open-angle glaucoma are: a) Asians, positive family history, young people. b) Elevated intraocular pressure, Caucasian race, age between 25 and 45 years. c) Elevated intraocular pressure, black race, positive family history. d) Female gender, increased corneal thickness, intraocular pressure with wide fluctuation.",C,C,"The classic risk factors for the development of primary open-angle glaucoma include elevated intraocular pressure, black race, and a positive family history. These are all well-documented risk factors in the medical literature.",C,"Os fatores de risco clássicos para o desenvolvimento de glaucoma primário de ângulo aberto incluem pressão intraocular elevada, raça negra e história familiar positiva."
50,2022,Teórica II,Glaucoma/Uveíte,,"Paciente masculino, 25 anos, com quadros reincidentes de hipertensão ocular (entre 40 e 60 mmHg), indolor, unilateral e de curta duração, sem baixa de visão. Qual o diagnóstico mais provável? a) Uveíte heterocrômica de Fuchs. b) Crise de glaucoma agudo com íris bombé. c) Crise de glaucoma agudo com íris em plateau. d) Crise glaucomatocíclica.","Male patient, 25 years old, with recurrent ocular hypertension (between 40 and 60 mmHg), painless, unilateral and of short duration, without loss of vision. Which are the most probable diagnostics? a) Fuchs heterochromic uveitis. b) Attack of acute glaucoma with bombé iris. c) Attack of acute glaucoma with plateau iris. d) Glaucomatocyclic crisis.",D,D,"The patient's symptoms of recurrent ocular hypertension, painless, unilateral and of short duration, without loss of vision are indicative of a Glaucomatocyclic crisis. This condition is characterized by sudden increases in intraocular pressure that are usually painless and do not result in vision loss.",D,"A crise glaucomatocíclica é caracterizada por episódios recorrentes de hipertensão ocular que são indolores, unilaterais e de curta duração, sem perda de visão, que se encaixa na descrição do paciente."
51,2022,Teórica II,Glaucoma ,,"Paciente diabético com 60 anos queixa-se de dor e baixa de acuidade visual no olho direito. Ao exame oftalmológico apresenta acuidade visual 0,1, pressão intraocular 45 mmHg, edema de cornea, neovascularização de íris, ângulo aberto em todos os quadrantes na gonioscopia, relação escavação/disco 0,3 e retinopatia diabética proliferativa. Após iniciar tratamento clínico hipotensor, apresentou boa resposta. Dentre as opções abaixo, qual é a conduta mais adequada a seguir? a) Ciclofotocoagulação. b) Implante de drenagem. c) Panfotocoagulação retiniana. d) Trabeculectomia com mitomicina C.","A 60-year-old diabetic patient complains of pain and low visual acuity in the right eye. On ophthalmological examination, visual acuity was 0.1, intraocular pressure 45 mmHg, corneal edema, iris neovascularization, open angle in all quadrants on gonioscopy, cup/disc ratio 0.3, and proliferative diabetic retinopathy. After initiating hypotensive clinical treatment, the patient had a good response. Among the options below, which is the most appropriate course of action to follow? a) Cyclophotocoagulation. b) Drainage implant. c) Panretinal photocoagulation. d) Trabeculectomy with mitomycin C.",C,C,"The patient has proliferative diabetic retinopathy, which is best treated with panretinal photocoagulation. This procedure helps to reduce the risk of severe vision loss.",C,"O paciente apresenta retinopatia diabética proliferativa, que é uma complicação grave do diabetes que pode levar à cegueira. A panfotocoagulação retiniana é o tratamento padrão para esta condição, pois ajuda a reduzir a neovascularização e o edema macular."
52,2022,Teórica II,Glaucoma,,"Dentre as opções abaixo, qual seria o achado mais sugestivo de glaucoma? a) Assimetria de escavação de 0,2 entre os olhos. b) Atrofia peripapilar com zona alfa na região temporal do nervo. c) Relação escavação/disco bilateral de 0,5. d) Relação escavação/disco do nervo óptico de 0,4 com a presença de um notch temporal inferior.","Among the options below, which would be the most suggestive finding of glaucoma? a) Cupping asymmetry of 0.2 between the eyes. b) Peripapillary atrophy with alpha zone in the temporal region of the nerve. c) Bilateral excavation/disk ratio of 0.5. d) Optic nerve cup/disk ratio of 0.4 with the presence of an inferior temporal notch.",D,A,Cupping asymmetry of 0.2 between the eyes is the most suggestive finding of glaucoma. Glaucoma is often associated with an increased cup-to-disc ratio and asymmetry between the eyes. The other options do not necessarily indicate glaucoma.,D,"A relação escavação/disco do nervo óptico de 0,4 com a presença de um notch temporal inferior é mais sugestiva de glaucoma. O notch temporal inferior é um sinal de dano glaucomatoso."
53,2022,Teórica II,Farmacologia/Glaucoma,,"O uso tópico de colírio de alfa-2-agonista, como tartarato de brimonidina, deve ser evitado em qual situação, dentre as abaixo? a) Crianças abaixo de dois anos. b) Litíase renal. c) Asma. d) Anemia falciforme.","
Topical use of alpha-2-agonist eye drops, such as brimonidine tartrate, should be avoided in which of the following situations? a) Children under two years old. b) Renal lithiasis. c) Asthma. d) Sickle cell anemia.",A,A,"Alpha-2-agonist eye drops, such as brimonidine tartrate, should be avoided in children under two years old because they can cause severe sedation and potentially life-threatening events in this age group.",A,"O uso tópico de colírio de alfa-2-agonista, como tartarato de brimonidina, deve ser evitado em crianças abaixo de dois anos devido ao risco de depressão do sistema nervoso central e apneia."
54,2022,Teórica II,Glaucoma,,Qual achado é mais comumente associado ao glaucoma congênito primário? a) Edema de nervo óptico. b) Rupturas na membrana de Descemet. c) Luxação do cristalino. d) Sinéquias anteriores periféricas em tenda.,Which finding is most commonly associated with primary congenital glaucoma? a) Optic nerve edema. b) Ruptures in Descemet's membrane. c) Dislocation of the lens. d) Tent-like peripheral anterior synechiae.,B,B,Primary congenital glaucoma is most commonly associated with ruptures in Descemet's membrane. This is a common finding in this condition due to the increased intraocular pressure.,B,Rupturas na membrana de Descemet são mais comumente associadas ao glaucoma congênito primário. Este é um sinal clássico da doença.
55,2022,Teórica II,Óptica/Refração,,"Sobre o teste do buraco estenopeico, é correto afirmar: a) Se a acuidade visual do paciente não melhorar, trata-se de um caso de ambliopia. b) Diminui a profundidade de foco, por haver redução da pupila. c) Reduz os círculos de difusão na retina. d) O tamanho do buraco estenopeico deve ser entre 4 e 5 mm.","Regarding the pinhole test, it is correct to state: a) If the patient's visual acuity does not improve, it is a case of amblyopia. b) Decrease the depth of focus, due to the reduction of the pupil. c) Reduces diffusion circles on the retina. d) The size of the pinhole hole should be between 4 and 5 mm.",C,C,"The pinhole test reduces diffusion circles on the retina. This is because the pinhole only allows parallel rays of light to enter the eye, which reduces the size of the blur circle on the retina, improving visual acuity.",C,"O teste do buraco estenopeico reduz os círculos de difusão na retina, melhorando a acuidade visual em condições como miopia, hipermetropia e astigmatismo. Ele não é usado para diagnosticar ambliopia (opção A), não diminui a profundidade de foco (opção B) e o tamanho do buraco estenopeico é geralmente de 1 a 2 mm, não de 4 a 5 mm (opção D)."
56,2022,Teórica II,Refração,,"Com relação à tabela de Snellen, é correto afirmar: a) A acuidade visual de 0,05 em um olho permite a carteira profissional de direção letra D. b) É necessária a facectomia com implante de lente intraocular em pacientes fácicos com acuidades visuais de 1,5 com a melhor correção. c) O paciente com acuidade visual de 0,25 tem um ângulo visual de 0,5 minuto. d) O paciente com acuidade visual de 0,2 tem visão subnormal.","With regard to the Snellen chart, it is correct to state: a) A visual acuity of 0.05 in one eye allows for a professional D driver's license. b) Facectomy with implantation of an intraocular lens is necessary in phakic patients with visual acuity of 1.5 with the best fix. c) The patient with a visual acuity of 0.25 has a visual angle of 0.5 minutes. d) The patient with a visual acuity of 0.2 has subnormal vision.",D,D,"The Snellen chart is used to measure visual acuity. A visual acuity of 0.2 is considered subnormal or low vision. The other options are incorrect. A visual acuity of 0.05 would not allow for a professional driver's license, facectomy with implantation of an intraocular lens is not necessary for phakic patients with a visual acuity of 1.5, and a visual acuity of 0.25 does not correspond to a visual angle of 0.5 minutes.",D,"A acuidade visual de 0,2 é considerada subnormal ou baixa visão. As outras opções são incorretas. A acuidade visual de 0,05 não permite a carteira de direção profissional. A facectomia com implante de lente intraocular não é necessária para pacientes com acuidade visual de 1,5. E a acuidade visual de 0,25 não corresponde a um ângulo visual de 0,5 minuto."
57,2022,Teórica II,Óptica,,Qual dos materiais abaixo apresenta maior índice Abbe? a) Resina CR-39 b) Trivex. c) Resina de alto índice. d) Policarbonato.,Which of the materials below has the highest Abbe index? a) CR-39 resin b) Trivex. c) High index resin. d) Polycarbonate.,A,A,CR-39 resin has the highest Abbe index among the options provided.,A,"A resina CR-39 tem o maior índice Abbe entre as opções listadas, o que significa que ela tem a menor quantidade de aberração cromática ou distorção de cor."
58,2022,Teórica II,Refração,,"Um paciente de 65 anos, míope de -1,00 dioptrias esfericas em ambos olhos, consegue ler a 66 cm, sem correção de lentes. Qual a sua amplitude acomodativa e qual grau de óculos é suficiente para ele ler a 33 cm, respectivamente? a) 0,50 dioptrias esfericas; +1,00 dioptrias esfericas. b) 0,50 dioptrias esfericas; +1,50 dioptrias esfericas. c) 1,00 dioptrias esfericas; +1,50 dioptrias esfericas. d) 1,00 dioptrias esfericas; +2,00 dioptrias esfericas.","A 65-year-old patient, myopic to -1.00 spherical diopters in both eyes, can read at 66 cm without lens correction. What is his accommodative range and what eyeglasses are sufficient for him to read at 33 cm, respectively? a) 0.50 spherical diopters; +1.00 spherical diopters. b) 0.50 spherical diopters; +1.50 spherical diopters. c) 1.00 spherical diopters; +1.50 spherical diopters. d) 1.00 spherical diopters; +2.00 spherical diopters.",B,C,"The accommodative range is calculated by subtracting the near point of clear vision from the far point. In this case, the patient can read at 66 cm without correction, which corresponds to 1.50 diopters (1/0.66). The patient's myopia of -1.00 diopters should be subtracted from this, resulting in an accommodative range of 0.50 diopters. To read at 33 cm, the patient would need an additional 1.00 diopters of accommodation (1/0.33 - 1/0.66), which would require a +1.50 diopter lens.",C,"A amplitude acomodativa é a diferença entre a visão de longe e a visão de perto. Neste caso, é 1,00 dioptrias esféricas. Para ler a 33 cm, ele precisaria de uma correção adicional de +1,50 dioptrias esféricas."
59,2022,Teórica II,Refração,,"Qual amplitude de acomodação esperada para uma pessoa de 30 anos de idade? a) 1,00 dioptria esferica. b) 4,00 dioptria esferica. c) 7,00 dioptria esferica. d) 12,00 dioptria esferica.",What range of accommodation is expected for a 30-year-old? a) 1.00 spherical diopters. b) 4.00 spherical diopters. c) 7.00 spherical diopters. d) 12.00 spherical diopters.,A,B,"The normal range of accommodation for a 30-year-old is approximately 4.00 spherical diopters. This is because the ability to accommodate decreases with age, and by the age of 30, it is typically around 4.00 diopters.",B,"A amplitude de acomodação diminui com a idade. Para uma pessoa de 30 anos, a amplitude de acomodação esperada é de cerca de 4,00 dioptrias esféricas."
60,2022,Teórica II,Refração,,"Um técnico em eletrônica realiza, sem correção, esforço acomodativo de 6,00 DE quando trabalha a 20 cm. Qual alternativa melhor representa a refração deste paciente? a) +1,50 dioptrias esfericas -2,00 dioptrias cilindricas x 180°. b) +1,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°. c) +2,50 dioptrias esfericas -3,00 dioptrias cilindricas x 180°. d) +3,50 dioptrias esfericas -3,00 dioptrias cilindricas x 90°.","An electronics technician performs, without correction, an accommodative effort of 6.00 DE when working at 20 cm. Which alternative best represents this patient's refraction? a) +1.50 spherical diopters -2.00 cylindrical diopters x 180°. b) +1.50 spherical diopters -3.00 cylindrical diopters x 90°. c) +2.50 spherical diopters -3.00 cylindrical diopters x 180°. d) +3.50 spherical diopters -3.00 cylindrical diopters x 90°.",C,D,"The patient's refraction is best represented by +3.50 spherical diopters -3.00 cylindrical diopters x 90°. This is because the accommodative effort of 6.00 DE at 20 cm is equivalent to a refraction of +5.00 diopters. The spherical component of the refraction is +3.50 diopters, which is closest to +5.00 diopters, and the cylindrical component is -3.00 diopters, which corrects for the remaining 1.50 diopters.",A,"A refração é calculada usando a fórmula 1/d (onde d é a distância em metros). Portanto, para uma distância de 20 cm (ou 0,2 metros), a refração seria 1/0,2 = 5 dioptrias. No entanto, o esforço acomodativo é de 6 dioptrias, o que significa que o paciente está acomodando um adicional de 1 dioptria. Portanto, a refração total seria de +6 dioptrias esféricas. No entanto, nenhuma das opções corresponde exatamente a isso, então a opção mais próxima seria a opção A (+1,50 dioptrias esféricas -2,00 dioptrias cilíndricas x 180°)."
61,2022,Teórica II,Estrabismo,,"Criança de três anos apresenta esotropia de 70 dioptrias prismáticas (sem correção), relação convergência acomodativa/acomodação de 6, e refração sob cicloplegia de +3.50 dioptrias esfericas em ambos os olhos. Após a prescrição da refração, é mais provável que o desvio com o uso dos óculos, em dioptrias prismáticas, seja de aproximadamente: a) Zero. b) 20. c) 50. d) 70.","A three-year-old child has an esotropia of 70 prismatic diopters (uncorrected), an accommodative convergence/accommodation ratio of 6, and refraction under cycloplegia of +3.50 spherical diopters in both eyes. After prescription of refraction, it is more likely that the deviation with the use of glasses, in prismatic diopters, is approximately: a) Zero. b) 20. c) 50. d) 70.",C,B,"The child has a high accommodative convergence/accommodation ratio, which means that the child's eyes tend to turn inward when focusing. The prescription of +3.50 spherical diopters will help to correct this, reducing the esotropia. However, it is unlikely to completely eliminate the deviation, so a remaining deviation of around 20 prismatic diopters is most likely.",B,"A esotropia acomodativa é uma condição em que a criança tem um desvio convergente dos olhos quando está focando em objetos próximos. A correção com óculos pode reduzir significativamente o desvio. Neste caso, a criança tem uma refração de +3.50 dioptrias esféricas em ambos os olhos, o que indica hipermetropia. A prescrição de óculos para corrigir a hipermetropia provavelmente reduzirá o desvio para cerca de 20 dioptrias prismáticas."
62,2022,Teórica II,Estrabismo,,"A medida da amplitude de convergência fusional é feita pela colocação de prismas diante dos olhos. Qual das alternativas abaixo melhor representa a posição adequada dos prismas, considerando um paciente sem estrabismo? a) Base temporal no olho de melhor acuidade visual e base nasal no outro olho. b) Base temporal no olho direito. c) Base nasal no olho de melhor acuidade visual e base temporal no outro olho. d) Base nasal no olho esquerdo.","The measurement of the amplitude of fusional convergence is made by placing prisms in front of the eyes. Which of the alternatives below best represents the proper position of the prisms, considering a patient without strabismus? a) Temporal base in the eye with better visual acuity and nasal base in the other eye. b) Temporal base in the right eye. c) Nasal base in the eye with better visual acuity and temporal base in the other eye. d) Nasal base in the left eye.",B,B,"The correct placement of prisms for measuring fusional convergence is with the base towards the temporal side in the right eye. This is because the prism diverts light towards its base, and for fusional convergence, we want to make the eyes turn inwards (towards the nose). Therefore, the prism should be placed with the base towards the temporal side.",B,A medida da amplitude de convergência fusional é feita colocando prismas com a base temporal no olho direito. Isso ajuda a medir a capacidade do olho de convergir e divergir.
63,2022,Teórica II,Farmacologia,,"Com relação ao colírio de atropina 1%, assinale a alternativa correta. a) É contraindicado para tratamento de ambliopia b) Provoca boa cicloplegia, mas midríase discreta. c) Provoca cicloplegia prolongada, com efeito que se estende por, até, 15 dias após a instilação. d) Sua ação máxima ocorre quatro horas após a instilação.","Regarding atropine 1% eye drops, mark the correct alternative. a) It is contraindicated for the treatment of amblyopia b) It causes good cycloplegia, but mild mydriasis. c) It causes prolonged cycloplegia, with an effect that lasts for up to 15 days after instillation. d) Its maximum action occurs four hours after instillation.",C,C,"Atropine 1% eye drops cause prolonged cycloplegia, with an effect that lasts for up to 15 days after instillation. This is a well-known effect of this medication.",C,"O colírio de atropina 1% provoca cicloplegia prolongada, com efeito que se estende por até 15 dias após a instilação. Isso ocorre porque a atropina é um agente cicloplégico potente que paralisa o músculo ciliar do olho, impedindo o ajuste do foco para visão de perto. O efeito pode durar até duas semanas após a instilação do colírio."
64,2022,Teórica II,Estrabismo,,"Criança de 6 anos de idade, emétrope, apresenta exoforia de 6 dioptrias prismáticas (DP). Após colocação de lentes negativas de -2,00 dioptrias esféricas, apresentou esoforia de 2 DP. Sua relação convergência acomodativa/acomodação é: a) 2. b) 4. c) 6. d) 8.","A 6-year-old emmetropic child has an exophoria of 6 prismatic diopters (PD). After placement of minus lenses of -2.00 spherical diopters, he presented esophoria of 2 SD. Its accommodative convergence/accommodation ratio is: a) 2. b) 4. c) 6. d) 8.",B,B,"The accommodative convergence/accommodation (AC/A) ratio is calculated by subtracting the distance phoria from the near phoria and dividing by the change in lens power. In this case, the child initially had an exophoria of 6 PD and after the placement of -2.00 spherical diopters, he presented esophoria of 2 PD. So, the change in phoria is 8 PD (6 PD exophoria becomes 2 PD esophoria). The change in lens power is -2.00 diopters. Therefore, the AC/A ratio is 8 PD / -2.00 D = -4. The negative sign indicates that the phoria shifted towards esophoria with accommodation. However, in clinical practice, the sign is often ignored and the magnitude of the ratio is reported. So, the AC/A ratio is 4.",A,"A relação convergência acomodativa/acomodação é calculada pela diferença entre a exoforia e a esoforia dividida pela potência das lentes colocadas. Neste caso, a diferença é de 8 (6 de exoforia menos 2 de esoforia) e a potência das lentes é -2,00, então a relação é 8/-2,00 = -4. No entanto, como estamos interessados apenas no valor absoluto, a resposta é 4. No entanto, a opção mais próxima é 2, portanto, a resposta é 'a'."
65,2022,Teórica II,Estrabismo,,"Com relação aos prismas de Fresnel, assinale a alternativa correta. a) Os de altos valores são associados à redução da acuidade visual. b) São obtidos a partir de prismas de igual poder unidos por suas bases. c) São obtidos a partir de prismas de igual poder unidos por seus ápices.d) São pouco usados, principalmente pelo desconforto causado pelo seu alto peso.","Regarding Fresnel prisms, mark the correct alternative. a) Those with high values ​​are associated with reduced visual acuity. b) Are obtained from prisms of equal power joined by their bases. c) They are obtained from prisms of equal power joined by their apexes. d) They are little used, mainly due to the discomfort caused by their high weight.",A,A,"Fresnel prisms with high values are associated with reduced visual acuity. This is because they can cause distortion and dispersion of light, which can affect the clarity of vision.",C,"Os prismas de Fresnel são obtidos a partir de prismas de igual poder unidos por seus ápices. Eles são leves e finos, o que os torna confortáveis para o uso."
66,2022,Teórica II,Refração,,"Um paciente hipermétrope de +1,00 dioptrias esfericas de 45 anos não possui mais tolerância acomodativa. Logo, para exercer uma atividade a 25 cm necessitará de qual correção abaixo? a) +1,00 Dioptrias esfericas. b) +2,00 dioptrias esfericas. c) +4,00 dioptrias esfericas. d) +5,00 dioptrias esfericas.","A 45-year-old +1.00 spherical diopter hyperopic patient no longer has accommodative tolerance. Therefore, to carry out an activity at 25 cm, which correction below will you need? a) +1.00 spherical diopters. b) +2.00 spherical diopters. c) +4.00 spherical diopters. d) +5.00 spherical diopters.",D,C,"The patient will need +4.00 spherical diopters. This is because the formula to calculate the diopter power needed for a certain viewing distance is 1/(distance in meters). So, 1/0.25 meters = 4 diopters. Therefore, the patient will need an additional +3.00 diopters to their existing +1.00 diopter prescription, totaling +4.00 diopters.",C,"A fórmula para calcular a correção necessária para a visão de perto é D = H + A, onde D é a dioptria necessária, H é a hipermetropia e A é a acomodação. Neste caso, o paciente tem uma hipermetropia de +1,00 dioptrias e a acomodação é 0, pois o paciente não possui mais tolerância acomodativa. Portanto, para uma atividade a 25 cm, que requer uma acomodação de +3,00 dioptrias, a correção necessária seria de +4,00 dioptrias esfericas."
67,2022,Teórica II,Refração,,"Uma criança de seis anos de idade com dificuldade de aprendizado, apresenta refração estática de +2,00 DE em ambos os olhos, alcançando acuidade visual 1,0. Não apresenta desvio ocular. Qual a melhor conduta neste caso? a) Não é necessária a prescrição de óculos. b) Prescrição total. c) Prescrição de +1,00 dioptrias esfericas em ambos os olhos. d) Prescrição de óculos de leitura.","A six-year-old child with a learning disability has a static refraction of +2.00 spherical diopters in both eyes, achieving a visual acuity of 1.0. No ocular deviation. What is the best course of action in this case? a) It is not necessary to prescribe glasses. b) Full prescription. c) Prescription of +1.00 pherical diopters in both eyes. d) Prescription of reading glasses.",A,A,"The child has a good visual acuity of 1.0 and no ocular deviation. Therefore, there is no need to prescribe glasses.",A,"A criança tem uma refração estática de +2,00 DE em ambos os olhos, mas ainda consegue alcançar uma acuidade visual de 1,0, o que é considerado normal. Além disso, ela não apresenta desvio ocular. Portanto, não é necessária a prescrição de óculos."
68,2022,Teórica II,Refração,,"Qual a anisometropia do paciente que usa -3,00 dioptrias esfericas no olho direito e +1,00 dioptrias esfericas -2,00 dioptrias cilindricas x 90° no olho esquerdo? a) 0 DE. b) 1 dioptrias esfericas. c) 2 dioptrias esfericas. d) 3 dioptrias esfericas.",What is the anisometropia of the patient who uses -3.00 spherical diopters in the right eye and +1.00 spherical diopters -2.00 cylindrical diopters x 90° in the left eye? a) 0 DE. b) 1 spherical diopters. c) 2 spherical diopters. d) 3 spherical diopters.,D,D,"Anisometropia refers to a condition in which the two eyes have unequal refractive power. In this case, the right eye has a power of -3.00 diopters and the left eye has a power of +1.00 diopters. The difference between these two values is 4 diopters, but considering the cylindrical power of -2.00 diopters in the left eye, the total power of the left eye becomes -1.00 diopters. Therefore, the difference in power between the two eyes is 2 diopters. However, in anisometropia, we consider the highest absolute difference, which is 3 diopters in this case.",D,"A anisometropia é a diferença de grau entre um olho e o outro. Neste caso, a diferença entre -3,00 dioptrias esféricas no olho direito e +1,00 dioptrias esféricas no olho esquerdo é de 4 dioptrias. No entanto, o olho esquerdo também tem -2,00 dioptrias cilíndricas, o que reduz a anisometropia total para 3 dioptrias esféricas."
69,2022,Teórica II,Refração,,"Um examinador localizado a 0,67 m do olho examinado utiliza um retinoscópio e varre o meridiano horizontal (eixo vertical), observando um movimento a favor. Após adicionar lentes positivas, o reflexo é neutralizado com +1,50 dioptria. Com esta lente, ao varrer o meridiano vertical (eixo horizontal), observa-se um movimento a favor. Qual das alternativas abaixo pode ser uma prescrição para o paciente? a) +1,00 dioptria esferica - 1,00 x 90°. b) +1,00 dioptria esferica - 1,00 x 180°. c) -1,00 dioptria esferica + 1,00 X 90°. d) -1,00 dioptria esferica + 1,00 X 180°.","An examiner located 0.67 m from the examined eye uses a retinoscope and scans the horizontal meridian (vertical axis), observing a movement in favor. After adding plus lenses, the flare is neutralized with +1.50 diopter. With this lens, when sweeping the vertical meridian (horizontal axis), a movement in favor is observed. Which of the following could be a prescription for the patient? a) +1.00 spherical diopter - 1.00 x 90°. b) +1.00 spherical diopter - 1.00 x 180°. c) -1.00 spherical diopter + 1.00 X 90°. d) -1.00 spherical diopter + 1.00 X 180°.",A,A,"The movement in favor on both axes indicates hypermetropia (farsightedness). The neutralization with +1.50 diopter suggests a spherical hypermetropia of +1.50 diopters. The movement in favor on the vertical meridian (horizontal axis) suggests a cylindrical hypermetropia of -1.00 diopters at 90°. Therefore, the prescription could be +1.00 spherical diopter - 1.00 x 90°.",A,"A prescrição de +1,00 dioptria esférica - 1,00 x 90° é a mais provável. O movimento a favor no meridiano horizontal (eixo vertical) indica hipermetropia, que é corrigida com lentes positivas. O movimento a favor no meridiano vertical (eixo horizontal) indica astigmatismo com o eixo a 90°, que é corrigido com uma lente cilíndrica negativa."
70,2022,Teórica II,Farmacologia,,"Um paciente previamente emétrope de 40 anos de idade com histórico de epilepsia refere visão embaçada para longe de aparecimento súbito em ambos os olhos. Apresenta miopia de -4,50 dioptrias esfericas em ambos os olhos atingindo acuidade visual normal. Qual a provável causa? a) Acidente vascular cerebral. b) Uso de topiramato. c) Ectopia lentis. d) Catarata.","A previously emmetropic 40-year-old patient with a history of epilepsy reports sudden onset blurred vision in both eyes. He has myopia of -4.50 spherical diopters in both eyes, reaching normal visual acuity. What is the likely cause? a) Stroke. b) Use of topiramate. c) Ectopia lentis. d) Cataract.",B,B,"Topiramate, an antiepileptic drug, can cause myopia and acute angle closure glaucoma, which can lead to blurred vision. The other options are less likely given the patient's history and symptoms.",B,O topiramato é um medicamento usado para tratar a epilepsia e pode causar miopia aguda e glaucoma de ângulo fechado. Os sintomas geralmente ocorrem logo após o início do tratamento.
