ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_portuguese_10,responses_spanish_0,responses_spanish_1,responses_spanish_2,responses_spanish_3,responses_spanish_4,responses_spanish_5,responses_spanish_6,responses_spanish_7,responses_spanish_8,responses_spanish_9,responses_spanish_10,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_english_10,responses_tagalog_0,responses_tagalog_1,responses_tagalog_2,responses_tagalog_3,responses_tagalog_4,responses_tagalog_5,responses_tagalog_6,responses_tagalog_7,responses_tagalog_8,responses_tagalog_9,responses_tagalog_10
100,2022,Teórica II,Retina,,"Qual das distrofias retinianas abaixo está mais tipicamente associada a espaços cistoides maculares centrais em padrão radial? 
a) Coroideremia. 
b) Distrofia de cones. 
c) Fundus flavimaculatus. 
d) Retinosquise congênita ligada ao X.","¿Cuál de las siguientes distrofias retinianas se asocia más típicamente con espacios cistoideos maculares centrales en un patrón radial?
a) Coroideremia.
b) Distrofia de conos.
c) Fondo flavimaculato.
d) Retinosquisis congénita ligada al cromosoma X.","Which of the following retinal dystrophies is most typically associated with central macular cystoid spaces in a radial pattern? 
a) Choroideremia. 
b) Cone dystrophy. 
c) Fundus flavimaculatus. 
d) Congenital X-linked retinoschisis.","Alin sa mga sumusunod na retinal dystrophies ang pinaka -karaniwang nauugnay sa gitnang macular cystoid space sa isang pattern ng radial?
a) Choroideremia.
b) Cone Dystrophy.
c) fundus flavimaculatus.
d) Congenital X-link na retinoschisis.",D,a,a,A,b,a,a,a,a,A,A,d,a,d,a,d,c,a,b,b,b,a,D,A,A,a,A,A,A,C,A,A,A,A,a,a,a,b,d,d,b,c,c,d,C
101,2022,Teórica II,Retina/Oncologia,,"A proliferação melanocítica uveal difusa bilateral é melhor classificada como: 
a) Desordem paraneoplásica. 
b) Apresentação grave do melanoma de coroide. 
c) Variante da síndrome de Vogt-Koyanagi-Harada. 
d) Desordem secundária a tratamento de descolamento de retina.","La proliferación melanocítica uveal difusa bilateral se clasifica mejor como:
a) Trastorno paraneoplásico.
b) Presentación grave de melanoma coroideo.
c) Variante del síndrome de Vogt-Koyanagi-Harada.
d) Trastorno secundario al tratamiento del desprendimiento de retina.","Bilateral diffuse uveal melanocytic proliferation is best classified as: 
a) Paraneoplastic disorder. 
b) Severe presentation of choroidal melanoma. 
c) Variant of Vogt-Koyanagi-Harada syndrome. 
d) Disorder secondary to retinal detachment treatment.","Ang bilateral diffuse uveal melanocytic proliferation ay pinakamahusay na inuri bilang:
a) Paraneoplastic disorder.
b) Malubhang pagtatanghal ng choroidal melanoma.
c) variant ng Vogt-Koyanagi-Harada syndrome.
d) Disorder pangalawang sa retinal detachment treatment.",A,A,B,a,b,B,a,A,a,a,a,A,a,A,a,a,B,a,a,a,a,a,b,b,B,B,b,Only if your pet is showing signs of being infected by the virus.,b,b,b,b,b,a,b,a,a,a,a,A,A,a,b,b,b
102,2022,Teórica II,Retina,,"No exame da periferia da retina, para avaliar uma determinada região: 
a) O paciente deve olhar para o lado oposto da região que se deseja observar e o médico se posicionar no mesmo lado. 
b) O paciente deve olhar para o lado da região que se deseja observar e o médico se posicionar no lado oposto. 
c) O paciente deve olhar para o lado da região que se deseja observar e o médico se posicionar também no mesmo lado. 
d) O paciente deve olhar para o lado oposto da região que se deseja observar e o médico se posicionar também no lado oposto.","Al examinar la periferia de la retina, para evaluar una región específica:
a) El paciente debe mirar al lado opuesto de la región a observar y el médico debe posicionarse del mismo lado.
b) El paciente debe mirar hacia el lado de la región a observar y el médico debe posicionarse en el lado opuesto.
c) El paciente debe mirar hacia el lado de la región a observar y el médico también debe posicionarse del mismo lado.
d) El paciente debe mirar al lado opuesto de la región a observar y el médico también debe posicionarse en el lado opuesto.","In the examination of the periphery of the retina, in order to evaluate a certain region: 
a) The patient must look to the opposite side of the region to be observed and the doctor should position himself on the same side. 
b) The patient should look to the side of the region to be observed and the doctor should position himself on the opposite side. 
c) The patient must look to the side of the region to be observed and the doctor also position himself on the same side. 
d) The patient should look at the opposite side of the region to be observed and the doctor should also position himself on the opposite side.","Sa pagsusuri ng periphery ng retina, upang masuri ang isang tiyak na rehiyon:
a) Ang pasyente ay dapat tumingin sa kabaligtaran ng rehiyon upang sundin at ang doktor ay dapat iposisyon ang kanyang sarili sa parehong panig.
b) Ang pasyente ay dapat tumingin sa gilid ng rehiyon upang sundin at dapat na iposisyon ng doktor ang kanyang sarili sa kabaligtaran.
c) Ang pasyente ay dapat tumingin sa gilid ng rehiyon upang sundin at ang doktor ay nagpoposisyon din sa kanyang sarili sa parehong panig.
d) Ang pasyente ay dapat tumingin sa kabaligtaran ng rehiyon upang sundin at dapat ding iposisyon ng doktor ang kanyang sarili sa kabaligtaran.",B,a,c,b,A,a,a,a,A,c,A,a,c,c,a,c,A,b,a,c,b,a,c,a,d,a,a,b,a,a,b,A,a,a,A,b,A,a,A,b,a,B,A,A,a
103,2022,Teórica II,Retina,,"Assinale a alternativa que correlaciona corretamente a alteração no exame de angiofluoresceinografia e sua descrição. 
a) Acúmulo (pooling): aparecimento tardio, área aumenta ao longo do exame. 
b) Impregnação (staining): aparecimento precoce, área aumenta ao longo do exame. 
c) Defeito em janela: aparecimento precoce, área mantida ao longo do exame. 
d) Extravazamento: aparecimento tardio, área mantida ao longo do exame.","Seleccionar la alternativa que correlacione correctamente la alteración en el examen de angiografía fluoresceínica y su descripción.
a) Acumulación: aparición tardía, el área aumenta a lo largo del examen.
b) Tinción: aparición temprana, el área aumenta a lo largo del examen.
c) Defecto de ventana: aparición temprana, área mantenida durante todo el examen.
d) Extravasación: aparición tardía, área mantenida durante todo el examen.","Check the alternative that correctly correlates the change in the fluorescein angiography exam and its description. 
a) Accumulation (pooling): late appearance, area increases throughout the exam. 
b) Staining: early appearance, area increases throughout the exam. 
c) Window defect: early appearance, area maintained throughout the exam. 
d) Extravasation: late appearance, area maintained throughout the examination.","Suriin ang kahalili na tama ang pagwawasto ng pagbabago sa pagsusulit ng angiography ng fluorescein at paglalarawan nito.
a) akumulasyon (pooling): huli na hitsura, pagtaas ng lugar sa buong pagsusulit.
b) paglamlam: maagang hitsura, pagtaas ng lugar sa buong pagsusulit.
c) Window Defect: Maagang hitsura, lugar na pinananatili sa buong pagsusulit.
d) Extravasation: huli na hitsura, lugar na pinananatili sa buong pagsusuri.",C,a,b,A,a,a,a,A,b,A,d,a,A,a,a,a,a,a,a,d,a,a,a,A,A,A,A,C,A,a,A,A,a,d,c,c,a,a,c,A,a,A,a,a,a
104,2022,Teórica II,Retina,,"Considerando a classificação da retinopatia diabética a partir dos achados fundoscópicos e seu significado prognóstico, podemos afirmar: 
a) Se não existem neovasos no exame de fundo de olho, o risco de desenvolver retinopatia diabética proliferativa em um ano é menor que 20%. 
b) A presença apenas de microhemorragias e microaneurismas em três quadrantes permite afirmar que este paciente não desenvolverá retinopatia diabética proliferativa em um ano. 
c) A presença de veias ingurgitadas associada a microaneurismas e microhemorragias em todos os quadrantes é considerada achado normal na retinopatia diabética e sugere um risco abaixo de 10% de desenvolver retinopatia diabética proliferativa em um ano. 
d) A presença de alterações microvasculares intrarretinianas (IRMA), moderadas, em dois quadrantes, indica que mais da metade dos pacientes desenvolverá retinopatia diabética proliferativa em cinco anos.","Considerando la clasificación de la retinopatía diabética en función de los hallazgos funduscópicos y su importancia pronóstica, podemos afirmar:
a) Si no hay neovasos en el examen del fondo de ojo, el riesgo de desarrollar retinopatía diabética proliferativa en un año es inferior al 20%.
b) La presencia únicamente de microhemorragias y microaneurismas en tres cuadrantes permite afirmar que este paciente no desarrollará retinopatía diabética proliferativa dentro de un año.
c) La presencia de venas congestionadas asociadas con microaneurismas y microhemorragias en todos los cuadrantes se considera un hallazgo normal en la retinopatía diabética y sugiere un riesgo inferior al 10% de desarrollar retinopatía diabética proliferativa dentro de un año.
d) La presencia de cambios microvasculares intrarretinianos moderados (IRMA) en dos cuadrantes indica que más de la mitad de los pacientes desarrollarán retinopatía diabética proliferativa en un plazo de cinco años.","Considering the classification of diabetic retinopathy based on funduscopic findings and its prognostic significance, we can state: 
a) If there are no new vessels in the fundus examination, the risk of developing proliferative diabetic retinopathy in one year is less than 20%. 
b) The presence of only microhemorrhages and microaneurysms in three quadrants allows us to state that this patient will not develop proliferative diabetic retinopathy in one year. 
c) The presence of engorged veins associated with microaneurysms and microhemorrhages in all quadrants is considered a normal finding in diabetic retinopathy and suggests a risk below 10% of developing proliferative diabetic retinopathy in one year. 
d) The presence of intraretinal microvascular alterations (IRMA), moderate, in two quadrants, indicates that more than half of the patients will develop proliferative diabetic retinopathy in five years.","Isinasaalang -alang ang pag -uuri ng retinopathy ng diabetes batay sa mga natuklasan na funduscopic at ang kahalagahan ng prognostic nito, maaari nating sabihin:
a) Kung walang mga bagong sasakyang -dagat sa pagsusuri ng fundus, ang panganib ng pagbuo ng proliferative diabetes retinopathy sa isang taon ay mas mababa sa 20%.
b) Ang pagkakaroon lamang ng mga microhemorrhages at microaneurysms sa tatlong quadrant ay nagpapahintulot sa amin na sabihin na ang pasyente na ito ay hindi bubuo ng proliferative na diabetes retinopathy sa isang taon.
c) Ang pagkakaroon ng mga naka -engorged veins na nauugnay sa microaneurysms at microhemorrhages sa lahat ng mga quadrant ay itinuturing na isang normal na paghahanap sa diabetes retinopathy at nagmumungkahi ng isang panganib sa ibaba ng 10% ng pagbuo ng proliferative na diabetes retinopathy sa isang taon.
d) Ang pagkakaroon ng intraretinal microvascular na mga pagbabago (IRMA), katamtaman, sa dalawang quadrant, ay nagpapahiwatig na higit sa kalahati ng mga pasyente ay bubuo ng proliferative diabetes retinopathy sa limang taon.",D,d,a,c,a,a,d,a,a,D,B,A,a,d,a,d,d,a,B,b,d,B,A,A,b,a,b,B,B,b,D,A,a,A,d,A,a,a,a,c,a,b,a,a,a
105,2022,Teórica II,Retina,,"Num exame de tomografia de coerência óptica, qual a correlação correta entre a classificação e a descrição das membranas neovasculares? 
a) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 1. 
b) As membranas do tipo 2 localizam-se abaixo do epitélio pigmentado da retina, mas se estendem para a região entre o epitélio pigmentado da retina e a retina neurossensorial. 
c) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 3. 
d) As membranas que crescem bem delimitadas no espaço entre a retina neurossensorial e o epitélio pigmentado da retina são denominadas tipo 3.","En un examen de tomografía de coherencia óptica ¿cuál es la correlación correcta entre la clasificación y descripción de las membranas neovasculares?
a) Las membranas situadas debajo del epitelio pigmentado de la retina se denominan tipo 1.
b) Las membranas de tipo 2 se encuentran debajo del epitelio pigmentado de la retina, pero se extienden hacia la región entre el epitelio pigmentado de la retina y la retina neurosensorial.
c) Las membranas situadas debajo del epitelio pigmentado de la retina se denominan tipo 3.
d) Las membranas que crecen bien definidas en el espacio entre la retina neurosensorial y el epitelio pigmentado de la retina se denominan tipo 3.","In an optical coherence tomography exam, what is the correct correlation between the classification and the description of neovascular membranes? 
a) Membranes located below the retinal pigment epithelium are called type 1. 
b) Type 2 membranes are located below the retinal pigment epithelium, but extend into the region between the retinal pigment epithelium and the sensorineural retina. 
c) The membranes located below the retinal pigment epithelium are called type 3. 
d) The membranes that grow well delimited in the space between the sensorineural retina and the retinal pigment epithelium are called type 3.","Sa isang optical coherence tomography exam, ano ang tamang ugnayan sa pagitan ng pag -uuri at ang paglalarawan ng mga neovascular membranes?
a) Ang mga lamad na matatagpuan sa ilalim ng retinal pigment epithelium ay tinatawag na Type 1.
b) Ang mga lamad ng uri ng 2 ay matatagpuan sa ilalim ng retinal pigment epithelium, ngunit palawakin sa rehiyon sa pagitan ng retinal pigment epithelium at ang sensorineural retina.
c) Ang mga lamad na matatagpuan sa ilalim ng retinal pigment epithelium ay tinatawag na Type 3.
d) Ang mga lamad na lumalaki nang maayos sa puwang sa pagitan ng sensorineural retina at ang retinal pigment epithelium ay tinatawag na Type 3.",A,c,a,a,b,b,b,b,d,A,b,a,a,a,b,b,b,b,b,B,b,b,b,b,a,b,b,A,a,a,b,b,a,A,b,b,a,d,b,b,b,a,b,a,a
106,2022,Teórica II,Retina,,"Quando consideramos o tratamento de um paciente com degeneração macular relacionada à idade, a melhor conduta baseada nos achados dos estudos AREDS é: 
a) A suplementação de vitaminas e antioxidantes está indicada em pacientes com histórico familiar, mesmo antes de aparecerem alterações retinianas. 
b) A presença de drusas intermediárias e grandes é indicação de suplementação de vitaminas e antioxidantes. 
c) A suplementação em pacientes fumantes deve incluir betacaroteno. 
d) Quando há lesão avançada em um dos olhos, não se recomenda a suplementação de vitaminas e antioxidantes.","Al considerar el tratamiento de un paciente con degeneración macular relacionada con la edad, el mejor enfoque basado en los hallazgos de los estudios AREDS es:
a) La suplementación con vitaminas y antioxidantes está indicada en pacientes con antecedentes familiares, incluso antes de que aparezcan cambios retinianos.
b) La presencia de drusas intermedias y grandes es indicación de suplementación vitamínica y antioxidante.
c) La suplementación en pacientes fumadores debe incluir betacaroteno.
d) Cuando hay daño avanzado en alguno de los ojos no se recomienda la suplementación con vitaminas y antioxidantes.","When considering the treatment of a patient with age-related macular degeneration, the best approach based on the findings of the AREDS studies is: 
a) Vitamin and antioxidant supplementation is indicated in patients with a family history, even before retinal changes appear. 
b) The presence of intermediate and large drusen is an indication of vitamin and antioxidant supplementation.
c) Supplementation in smokers should include beta-carotene. 
d) When there is an advanced lesion in one of the eyes, vitamin and antioxidant supplementation is not recommended.","Kung isinasaalang-alang ang paggamot ng isang pasyente na may macular degeneration na may kaugnayan sa edad, ang pinakamahusay na diskarte batay sa mga natuklasan ng mga pag-aaral ng AREDS ay:
a) Ang suplemento ng bitamina at antioxidant ay ipinahiwatig sa mga pasyente na may kasaysayan ng pamilya, kahit na bago lumitaw ang mga pagbabago sa retinal.
b) Ang pagkakaroon ng intermediate at malaking drusen ay isang indikasyon ng suplemento ng bitamina at antioxidant.
c) Ang pagdaragdag sa mga naninigarilyo ay dapat isama ang beta-karotina.
d) Kapag mayroong isang advanced na sugat sa isa sa mga mata, hindi inirerekomenda ang suplemento ng bitamina at antioxidant.",B,A,a,a,a,A,c,B,a,A,A,a,c,b,a,A,A,A,b,A,c,a,a,B,A,a,A,a,A,a,B,A,A,C,A,b,c,a,A,A,a,b,B,A,b
107,2022,Teórica II,Retina,,"A resposta elétrica da célula de Müller está melhor representada pela: 
a) Onda ""a"" do eletrorretinograma. 
b) Onda ""b"" do eletrorretinograma. 
c) Onda ""c"" do eletrorretinograma. 
d) Relação de Arden no eletro-oculograma.","La respuesta eléctrica de la celda de Müller se representa mejor por:
a) Onda ""a"" del electrorretinograma.
b) Onda ""b"" del electrorretinograma.
c) Onda ""c"" del electrorretinograma.
d) Relación de Arden en el electrooculograma.","The electrical response of the Müller cell is best represented by: 
a) ""a"" wave of the electroretinogram. 
b) Wave ""b"" of the electroretinogram. 
c) Wave ""c"" of the electroretinogram. 
d) Arden ratio on the electro-oculogram.","Ang elektrikal na tugon ng cell ng Müller ay pinakamahusay na kinakatawan ng:
a) ""isang"" alon ng electroretinogram.
b) Wave ""b"" ng electroretinogram.
c) Wave ""c"" ng electroretinogram.
d) Ratio ng Arden sa electro-oculogram.",B,c,c,a,a,d,A,b,A,b,d,a,a,C,A,C,A,a,b,c,a,A,A,b,a,a,a,a,a,a,a,a,a,A,A,a,a,a,a,a,a,a,a,A,b
108,2022,Teórica II,Retina,,"Qual a melhor conduta, entre as abaixo, para um paciente de 65 anos com descolamento de retina total decorrente de rasgadura retiniana periférica arqueada em 155 graus superiores, com borda posterior enrolada? 
a) Fotocoagulação a laser seguido de introflexão escleral, com explante posicionado superiormente. 
b) Introflexão escleral, com explante posicionado superiormente e uso de gás SF6 ao final da cirurgia. 
c) Retinopexia pneumática seguida de crioterapia ou fotocoagulação a laser. 
d) Vitrectomia posterior com uso de perfluorcarbono e fotocoagulação laser.","¿Cuál es el mejor tratamiento, entre los siguientes, para un paciente de 65 años con desprendimiento total de retina resultante de un desgarro periférico arqueado de retina a 155 grados superior, con un borde posterior enrollado?
a) Fotocoagulación con láser seguida de introflexión escleral, con explante colocado superiormente.
b) Introflexión escleral, con explante posicionado superiormente y uso de gas SF6 al final de la cirugía.
c) Retinopexia neumática seguida de crioterapia o fotocoagulación con láser.
d) Vitrectomía posterior mediante perfluorocarbono y fotocoagulación con láser.","Which of the following is the best course of action for a 65-year-old patient with total retinal detachment due to a superior 155-degree arcuate peripheral retinal tear with a rolled-up posterior edge? 
a) Laser photocoagulation followed by scleral introflexion, with explant positioned superiorly. 
b) Scleral introflexion, with explant positioned superiorly and use of SF6 gas at the end of surgery. 
c) Pneumatic retinopexy followed by cryotherapy or laser photocoagulation. 
d) Posterior vitrectomy using perfluorocarbon and laser photocoagulation.","Alin sa mga sumusunod ang pinakamahusay na kurso ng pagkilos para sa isang 65 taong gulang na pasyente na may kabuuang retinal detachment dahil sa isang mahusay na 155-degree na arcuate peripheral retinal na luha na may isang roll-up posterior edge?
a) Laser photocoagulation na sinusundan ng scleral introflexion, na may explant na nakaposisyon nang higit.
b) scleral introflexion, na may explant na nakaposisyon nang higit at paggamit ng SF6 gas sa pagtatapos ng operasyon.
c) Pneumatic retinopexy na sinusundan ng cryotherapy o laser photocoagulation.
d) Posterior vitrectomy gamit ang perfluorocarbon at laser photocoagulation.",D,a,a,c,a,A,c,a,a,a,a,c,a,a,a,c,c,c,a,A,a,a,a,b,a,a,b,b,a,a,b,a,A,a,a,a,a,a,a,d,a,b,b,c,d
109,2022,Teórica II,Retina,,"Qual das doenças sistêmicas abaixo está mais frequentemente associada a um quadro de estrias angioides? 
a) Anemia falciforme. 
b) Anemia megaloblástica 
c) Artrite reumatoide.
d) Poliarterite nodosa.","¿Cuál de las enfermedades sistémicas siguientes se asocia con mayor frecuencia con estrías angioides?
a) Anemia falciforme.
b) Anemia megaloblástica
c) Artritis reumatoide.
d) Poliarteritis nudosa.","
Which of the systemic diseases below is most often associated with angioid striae? 
a) Sickle cell anemia. 
b) Megaloblastic anemia 
c) Rheumatoid arthritis. 
d) Polyarteritis nodosa.","Alin sa mga sistematikong sakit sa ibaba ang madalas na nauugnay sa angioid striae?
a) Sickle cell anemia.
b) megaloblastic anemia
c) rheumatoid arthritis.
d) Polyarteritis nodosa.",A,B,d,A,a,a,D,A,a,A,b,A,a,A,A,C,A,A,B,A,A,A,A,d,a,a,A,D,A,a,C,a,a,a,A,B,A,a,a,A,A,a,A,A,A
110,2022,Teórica II,Plástica Ocular,,"Além da tríade clássica de blefaroptose, epicanto inverso e telecanto, qual dos achados abaixo aparece com frequência na síndrome da blefarofimose? 
a) Triquíase maior. 
b) Ectrópio lateral da pálpebra inferior. 
c) Obstrução lacrimal por imperfuração da válvula de Hasner. 
d) Encurtamento do fundo de saco conjuntival superior.","Además de la tríada clásica de blefaroptosis, epicanto inverso y telecanto, ¿cuál de los siguientes hallazgos aparece con frecuencia en el síndrome de blefarofimosis?
a) Triquiasis mayor.
b) Ectropión lateral del párpado inferior.
c) Obstrucción lagrimal por imperforación de la válvula de Hasner.
d) Acortamiento del fondo de saco conjuntival superior.","In addition to the classic triad of blepharoptosis, epicanthus inversus, and telecanthus, which of the findings below appears frequently in blepharophimosis syndrome? 
a) Trichiasis major. 
b) Lateral ectropion of the lower eyelid. 
c) Lacrimal obstruction due to imperforation of the Hasner valve. 
d) Shortening of the superior conjunctival cul-de-sac.","Bilang karagdagan sa klasikong triad ng blepharoptosis, epicanthus inversus, at telecanthus, alin sa mga natuklasan sa ibaba ang madalas na lilitaw sa Blepharophimosis syndrome?
a) Trichiasis major.
b) pag -ilid ng ectropion ng mas mababang takipmata.
c) Lacrimal hadlang dahil sa imperforation ng hasner valve.
d) Pag-urong ng superyor na conjunctival cul-de-sac.",B,a,b,b,b,b,a,b,b,b,b,b,d,a,a,c,a,d,a,d,c,a,c,a,a,A,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,A,b,a
111,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto a cirurgia de blefaroplastia inferior para fins estéticos.  
a) Remoção da bolsa de gordura lateral tem como principal complicação a diplopia pós-operatória por lesão no obliquo inferior. 
b) Quando realizada por via transconjuntival há maior risco de retração palpebral. 
c) Maior flacidez horizontal da pálpebra na avaliação pré-operatória indica a necessidade de associação de cantoplastia lateral. 
d) Em pacientes jovens, que possuem maior resposta cicatricial, a via preferencial é a transcutânea.","Seleccionar la alternativa correcta en cuanto a cirugía de blefaroplastia inferior con fines estéticos.
a) La extirpación de la bolsa grasa lateral tiene como principal complicación la diplopía postoperatoria por lesión del oblicuo inferior.
b) Cuando se realiza por vía transconjuntival, existe mayor riesgo de retracción palpebral.
c) Mayor flacidez horizontal del párpado en la valoración preoperatoria indica la necesidad de asociación con cantoplastia lateral.
d) En pacientes jóvenes, que tienen una mayor respuesta curativa, la vía preferida es la transcutánea.","Check the correct alternative regarding lower blepharoplasty surgery for aesthetic purposes. 
a) Removal of the lateral fat pad mainly suffered postoperative diplopia due to an injury to the inferior oblique. 
b) When performed via the transconjunctival route, there is a greater risk of eyelid retraction. 
c) Greater horizontal flaccidity of the head in the pre-surgical evaluation indicates the need for a lateral canthoplasty. 
d) In young patients, who have a greater healing response, the preferred route is transcutaneous.","Suriin ang tamang alternatibo patungkol sa mas mababang operasyon ng blepharoplasty para sa mga layunin ng aesthetic.
a) Ang pag -alis ng lateral fat pad na pangunahing nagdusa ng postoperative diplopia dahil sa isang pinsala sa mas mababang pahilig.
b) Kapag ginanap sa pamamagitan ng ruta ng transconjunctival, mayroong isang mas malaking panganib ng pag -urong ng takipmata.
c) Ang higit na pahalang na flaccidity ng ulo sa pre-kirurhiko na pagsusuri ay nagpapahiwatig ng pangangailangan para sa isang lateral canthoplasty.
d) Sa mga batang pasyente, na may mas malaking tugon sa pagpapagaling, ang ginustong ruta ay transcutaneous.",C,c,b,a,A,b,b,c,a,b,a,a,c,A,a,b,a,c,a,a,a,c,b,A,c,a,c,b,c,a,a,b,a,A,c,b,c,a,a,c,a,B,A,b,c
112,2022,Teórica II,Plástica Ocular,,"Escolha a alternativa correta. 
a) Podem ser considerados efeitos colaterais da aplicação da toxina botulínica periocular: blefaroptose aponeurótica, entrópio espástico e estrabismo restritivo. 
b) Diferentemente do blefaroespasmo essencial, o tratamento com drogas miorrelaxantes orais apresenta boa resposta para o espasmo hemifacial. 
c) A aplicação de toxina botulínica tipo B é o tratamento mais realizado para blefaroespasmo essencial. 
d) A aplicação adjuvante de toxina botulínica em caso de paralisia facial periférica é realizada no lado não acometido.","Seleccione la alternativa correcta.
a) Se pueden considerar efectos secundarios de la aplicación de toxina botulínica periocular: blefaroptosis aponeurótica, entropión espástico y estrabismo restrictivo.
b) A diferencia del blefaroespasmo esencial, el tratamiento con fármacos miorrelajantes orales proporciona una buena respuesta al espasmo hemifacial.
c) La aplicación de toxina botulínica tipo B es el tratamiento más utilizado para el blefaroespasmo esencial.
d) La aplicación coadyuvante de toxina botulínica en casos de parálisis facial periférica se realiza en el lado no afectado.","Choose the correct alternative. 
a) The following side effects of the application of periocular botulinum toxin can be considered: aponeurotic blepharoptosis, spastic entropion and restrictive strabismus. 
b) Unlike essential blepharospasm, treatment with oral myorelaxant drugs shows a good response to hemifacial spasm. 
c) The application of botulinum toxin type B is the most common treatment for essential blepharospasm. 
d) The adjuvant application of botulinum toxin in case of peripheral facial paralysis is performed on the unaffected side.","Piliin ang tamang kahalili.
a) Ang mga sumusunod na epekto ng aplikasyon ng periocular botulinum toxin ay maaaring isaalang -alang: aponeurotic blepharoptosis, spastic entropion at paghihigpit na strabismus.
b) Hindi tulad ng mahahalagang blepharospasm, ang paggamot na may oral myorelaxant na gamot ay nagpapakita ng isang mahusay na tugon sa hemifacial spasm.
c) Ang application ng botulinum toxin type B ay ang pinaka -karaniwang paggamot para sa mahahalagang blepharospasm.
d) Ang adjuvant application ng botulinum toxin sa kaso ng peripheral facial paralysis ay isinasagawa sa hindi naapektuhan na bahagi.",D,a,a,a,a,c,a,c,a,a,d,a,a,a,a,A,a,a,a,a,a,a,A,a,a,a,a,A,a,a,b,a,a,A,a,a,a,a,a,a,a,a,a,A,a
113,2022,Teórica II,Plástica Ocular,,"Qual fio de sutura utilizado em cirurgias palpebrais tem maior potencial de reação inflamatória tecidual? 
a) Seda, por ser orgânico. 
b) Poliester (Mersilene®), por ser absorvível. 
c) Poliamida (Nylon®), por ser monofilamentar. 
d) Polipropilene (Prolene®), por ser multifilamentar trançado.","¿Qué hilo de sutura utilizado en la cirugía de párpados tiene el mayor potencial de reacción inflamatoria del tejido?
a) La seda, por ser orgánica.
b) Poliéster (Mersilene®), por ser absorbible.
c) Poliamida (Nylon®), al ser monofilamento.
d) Polipropileno (Prolene®), al ser multifilamento trenzado.","
Which suture thread used in eyelid surgeries has the greatest potential for tissue inflammatory reaction? 
a) Silk, as it is organic. 
b) Polyester (Mersilene®), as it is absorbable. 
c) Polyamide (Nylon®), as it is monofilament. 
d) Polypropylene (Prolene®), as it is multifilament braided.","Aling suture thread na ginamit sa mga operasyon ng eyelid ang may pinakamalaking potensyal para sa reaksyon ng nagpapaalab na tisyu?
a) sutla, dahil ito ay organic.
b) Polyester (Mersilene®), dahil ito ay nasisipsip.
c) Polyamide (Nylon®), dahil ito ay monofilament.
d) polypropylene (Prolene®), dahil ito ay multifilament na tinirintas.",A,D,b,a,b,d,d,a,b,a,a,b,d,b,d,a,b,a,a,a,a,c,a,D,b,a,d,a,b,d,b,a,d,b,b,b,d,b,a,c,d,b,a,a,d
114,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto ao calázio. 
a) Em pacientes idosos é comum a transformação maligna para carcinoma sebáceo. 
b) Histologicamente caracteriza-se por inflamação crônica lipogranulomatosa. 
c) Na maioria das vezes origina-se de glândula apócrina atrelada aos cílios. 
d) Uso de ivermectina tópica em pomada é o tratamento clínico preferido devido a associação demonstrada com o ácaro Demodex foliculorum.","Seleccione la respuesta correcta con respecto al chalazión.
a) En pacientes de edad avanzada es frecuente la transformación maligna a carcinoma sebáceo.
b) Histológicamente se caracteriza por inflamación lipogranulomatosa crónica.
c) La mayoría de las veces se origina en una glándula apocrina adherida a las pestañas.
d) El uso de pomada tópica de ivermectina es el tratamiento clínico preferido debido a la asociación demostrada con el ácaro Demodex folliculorum.","Mark the correct alternative regarding the chalazion. 
a) In elderly patients, malignant transformation to sebaceous carcinoma is common. 
b) Histologically, it is characterized by chronic lipogranulomatous inflammation. 
c) In most cases, it originates from the apocrine gland attached to the eyelashes. 
d) Use of topical ivermectin in ointment is the preferred clinical treatment due to the demonstrated association with the Demodex folliculorum mite.","Markahan ang tamang alternatibo patungkol sa chalazion.
a) Sa mga matatandang pasyente, ang malignant na pagbabagong -anyo sa sebaceous carcinoma ay pangkaraniwan.
b) Histologically, ito ay nailalarawan sa pamamagitan ng talamak na lipogranulomatous pamamaga.
c) Sa karamihan ng mga kaso, nagmula ito mula sa apocrine gland na nakakabit sa mga eyelashes.
d) Ang paggamit ng pangkasalukuyan na ivermectin sa pamahid ay ang ginustong klinikal na paggamot dahil sa ipinakita na samahan sa demodex folliculorum mite.",B,A,c,C,c,D,d,a,a,a,a,c,a,d,b,b,c,A,A,c,a,c,a,a,c,A,A,a,A,c,a,a,A,b,a,a,b,b,a,C,c,A,c,c,a
